#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   248.46	 2CXO J174525.9-290314	 17 45 25.99	-29 03 14.83	     0.86	     0.81	     97.2	     4.59	                TRUE	   0.8969	   0.8026	   0.9713	1747520.3
   248.74	 2CXO J174543.8-285624	 17 45 43.81	-28 56 24.39	     2.23	     2.23	      0.0	     4.78	                TRUE	   0.9107	   0.8001	   0.9838	2006473.6
   248.82	 2CXO J174521.7-290134	 17 45 21.76	-29 01 34.58	     0.94	     0.89	     16.1	     4.17	                TRUE	   0.9994	   0.9263	   1.0000	1747526.6
   248.85	 2CXO J174535.6-285626	 17 45 35.61	-28 56 26.18	     0.84	     0.79	    175.0	     4.26	                TRUE	   0.7770	   0.6477	   0.8938	1913964.2
   248.91	 2CXO J174521.4-290118	 17 45 21.45	-29 01 18.32	     0.85	     0.77	     90.8	     5.81	                TRUE	         	         	         	1747548.2
   249.62	 2CXO J174528.0-290342	 17 45 28.06	-29 03 42.14	     0.93	     0.78	    171.9	     3.83	                TRUE	   0.9994	   0.9250	   1.0000	1747520.3
   249.64	 2CXO J174558.1-285911	 17 45 58.15	-28 59 11.80	     1.22	     0.93	    162.6	     5.24	                TRUE	   0.9569	   0.9001	   0.9950	1880568.4
   249.73	 2CXO J174541.4-285619	 17 45 41.49	-28 56 19.14	     0.85	     0.79	     16.8	     3.85	                TRUE	   0.6658	   0.4766	   0.8239	2028584.3
   249.78	 2CXO J174549.5-285651	 17 45 49.56	-28 56 51.85	     2.40	     2.40	      0.0	     4.06	                TRUE	   0.9994	   0.8963	   1.0000	1800122.7
   249.98	 2CXO J174544.9-285626	 17 45 44.93	-28 56 26.55	     0.75	     0.75	      0.0	     5.17	                TRUE	   0.8932	   0.8389	   0.9438	1818822.7
   250.04	 2CXO J174523.5-285823	 17 45 23.51	-28 58 23.78	     0.82	     0.82	      0.0	     4.73	                TRUE	   0.8844	   0.8114	   0.9538	1713614.3
   250.78	 2CXO J174523.6-290236	 17 45 23.61	-29 02 36.52	     0.78	     0.78	      0.0	     6.68	                TRUE	   0.9507	   0.8976	   0.9888	1747520.3
   251.10	 2CXO J174550.3-285656	 17 45 50.34	-28 56 56.54	     1.91	     1.50	     41.2	     4.26	                TRUE	   0.8507	   0.7177	   0.9550	1898682.6
   251.26	 2CXO J174525.8-290317	 17 45 25.87	-29 03 17.35	     1.03	     0.88	    172.8	     3.22	                TRUE	   0.8907	   0.7452	   0.9863	1747520.3
   251.28	 2CXO J174531.5-290413	 17 45 31.51	-29 04 13.16	     0.81	     0.75	    167.6	     4.00	                TRUE	         	         	         	1747520.3
   251.31	 2CXO J174540.4-285616	 17 45 40.44	-28 56 16.89	     0.76	     0.73	     61.4	     9.94	                TRUE	   0.9994	   0.8763	   1.0000	2028584.3
   251.43	 2CXO J174525.4-285745	 17 45 25.44	-28 57 45.25	     0.89	     0.83	     60.2	     3.51	                TRUE	   0.9994	   0.8701	   1.0000	1791422.8
   251.44	 2CXO J174532.0-285639	 17 45 32.04	-28 56 39.68	     0.88	     0.77	     29.0	     3.72	                TRUE	   0.8932	   0.8039	   0.9663	1769521.9
   251.66	 2CXO J174536.0-290434	 17 45 36.08	-29 04 34.41	     0.76	     0.73	    166.0	    12.57	                TRUE	   0.9644	   0.9313	   0.9900	1830493.0
   251.82	 2CXO J174535.6-290433	 17 45 35.62	-29 04 33.21	     0.80	     0.80	      0.0	     6.43	                TRUE	   0.8145	   0.7152	   0.9126	1830493.0
   252.63	 2CXO J174558.7-285929	 17 45 58.77	-28 59 29.47	     0.87	     0.75	     88.1	     5.87	                TRUE	   0.8969	   0.8289	   0.9625	1819974.9
   252.88	 2CXO J174537.8-285616	 17 45 37.87	-28 56 16.88	     0.82	     0.76	     15.3	     3.60	                TRUE	   0.6758	   0.4753	   0.8476	1940361.2
   252.98	 2CXO J174541.0-285615	 17 45 41.01	-28 56 15.50	     0.82	     0.76	     38.5	     7.47	                TRUE	   0.9219	   0.8688	   0.9725	2028584.3
   253.05	 2CXO J174551.5-290351	 17 45 51.56	-29 03 51.10	     0.91	     0.79	     94.8	     5.19	                TRUE	   0.9994	   0.9250	   1.0000	1684536.2
   253.09	 2CXO J174520.7-290009	 17 45 20.80	-29 00 09.81	     0.80	     0.74	    177.7	     5.22	                TRUE	         	         	         	1751565.6
   253.10	 2CXO J174558.1-290155	 17 45 58.15	-29 01 55.49	     0.80	     0.78	    132.0	     6.48	                TRUE	   0.9994	   0.9688	   1.0000	1731178.9
   253.12	 2CXO J174521.4-285918	 17 45 21.50	-28 59 18.18	     2.23	     2.23	      0.0	     3.70	                TRUE	   0.9994	   0.8488	   1.0000	1751574.7
   253.39	 2CXO J174543.3-285618	 17 45 43.36	-28 56 18.53	     0.76	     0.76	      0.0	     4.91	                TRUE	         	         	         	1995848.4
   253.62	 2CXO J174530.9-285644	 17 45 30.91	-28 56 44.58	     0.78	     0.72	      4.7	    13.05	                TRUE	   0.8969	   0.8638	   0.9288	1751316.5
   253.78	 2CXO J174528.4-290351	 17 45 28.50	-29 03 51.85	     0.79	     0.77	     22.0	     5.58	                TRUE	   0.7845	   0.6240	   0.9188	1747520.3
   254.14	 2CXO J174544.7-285621	 17 45 44.74	-28 56 21.62	     0.81	     0.78	     59.4	     6.31	                TRUE	         	         	         	1986578.2
   254.18	 2CXO J174544.0-290436	 17 45 44.05	-29 04 36.83	     0.83	     0.78	    154.1	     5.48	                TRUE	   0.9994	   0.9288	   1.0000	1742529.5
   254.31	 2CXO J174531.3-285641	 17 45 31.31	-28 56 41.07	     0.76	     0.75	    174.7	     6.52	                TRUE	   0.9994	   0.9126	   1.0000	1751316.5
   254.52	 2CXO J174536.7-290439	 17 45 36.76	-29 04 39.02	     0.82	     0.79	    128.4	     6.67	                TRUE	   0.9994	   0.7739	   1.0000	1830496.1
   254.70	 2CXO J174559.3-290002	 17 45 59.35	-29 00 02.16	     0.74	     0.74	    121.9	     7.34	                TRUE	   0.9394	   0.8901	   0.9800	1781779.9
   255.71	 2CXO J174553.6-290331	 17 45 53.63	-29 03 31.42	     0.91	     0.76	     92.4	     7.07	                TRUE	   0.9994	   0.9450	   1.0000	1649545.8
   256.28	 2CXO J174532.1-290422	 17 45 32.14	-29 04 22.57	     0.76	     0.73	    174.1	    10.24	                TRUE	   0.9994	   0.9113	   1.0000	1742439.8
   256.28	 2CXO J174543.0-285614	 17 45 43.01	-28 56 14.86	     0.77	     0.77	      0.0	     4.16	                TRUE	         	         	         	1950167.2
   256.29	 2CXO J174541.8-285612	 17 45 41.80	-28 56 12.91	     0.73	     0.73	      0.0	     7.14	                TRUE	   0.9494	   0.8988	   0.9850	1983170.9
   256.43	 2CXO J174521.7-290158	 17 45 21.74	-29 01 58.51	     0.94	     0.75	    175.9	     6.99	                TRUE	   0.9994	   0.7514	   1.0000	1747526.5
   256.44	 2CXO J174526.6-285721	 17 45 26.65	-28 57 21.36	     0.91	     0.85	     67.2	     6.28	                TRUE	   0.9994	   0.9488	   1.0000	1791422.8
   256.49	 2CXO J174552.8-290342	 17 45 52.81	-29 03 42.42	     0.76	     0.75	    112.2	     5.67	                TRUE	   0.9994	   0.7964	   1.0000	1674327.9
   256.66	 2CXO J174554.2-285731	 17 45 54.21	-28 57 31.21	     0.73	     0.72	     83.6	    11.33	                TRUE	   0.9132	   0.8801	   0.9463	1909797.6
   256.91	 2CXO J174558.2-285853	 17 45 58.25	-28 58 53.76	     0.79	     0.76	     28.4	     7.75	                TRUE	   0.9569	   0.9151	   0.9875	1881537.7
   257.06	 2CXO J174520.8-290122	 17 45 20.89	-29 01 22.71	     0.90	     0.84	    131.1	     5.53	                TRUE	   0.9994	   0.8326	   1.0000	1747523.4
   257.12	 2CXO J174542.8-285613	 17 45 42.85	-28 56 13.68	     0.82	     0.75	     92.9	     6.23	                TRUE	         	         	         	1950167.2
   257.61	 2CXO J174554.7-290318	 17 45 54.79	-29 03 18.31	     0.74	     0.73	    158.0	    15.16	                TRUE	   0.9569	   0.9350	   0.9775	1687512.2
   257.86	 2CXO J174542.0-285611	 17 45 42.01	-28 56 11.60	     0.91	     0.76	     82.2	     6.59	                TRUE	   0.9994	   0.9288	   1.0000	1983170.9
   257.97	 2CXO J174540.4-285610	 17 45 40.44	-28 56 10.24	     0.75	     0.75	     29.9	     4.35	                TRUE	   0.7171	   0.3029	   0.9538	2028581.0
   258.27	 2CXO J174553.2-290339	 17 45 53.29	-29 03 39.21	     0.78	     0.78	      0.0	     4.27	                TRUE	   0.9994	   0.7039	   1.0000	1654432.7
   258.38	 2CXO J174542.4-290444	 17 45 42.41	-29 04 44.66	     0.90	     0.85	    120.6	     3.26	                TRUE	   0.9994	   0.8364	   1.0000	1743019.3
   258.48	 2CXO J174555.6-290306	 17 45 55.64	-29 03 06.11	     0.80	     0.76	    103.8	     3.95	                TRUE	   0.9994	   0.9588	   1.0000	1682431.8
   258.62	 2CXO J174522.4-285831	 17 45 22.45	-28 58 31.50	     0.79	     0.78	    164.6	     6.25	                TRUE	   0.8020	   0.6989	   0.8963	1713614.3
   258.64	 2CXO J174539.2-285609	 17 45 39.25	-28 56 09.72	     0.75	     0.75	     80.1	     7.66	                TRUE	   0.8382	   0.7489	   0.9238	2041639.2
   259.06	 2CXO J174520.2-290024	 17 45 20.29	-29 00 24.95	     0.94	     0.87	     26.5	     4.49	                TRUE	   0.8882	   0.7626	   0.9738	1751565.6
   259.57	 2CXO J174520.4-290104	 17 45 20.45	-29 01 04.66	     1.10	     0.85	    159.8	     4.25	                TRUE	   0.7433	   0.4453	   0.9463	1642103.9
   259.69	 2CXO J174523.4-290249	 17 45 23.43	-29 02 49.53	     0.80	     0.76	     88.3	     8.08	                TRUE	   0.9244	   0.8776	   0.9650	1747520.3
   260.04	 2CXO J174521.8-290210	 17 45 21.82	-29 02 10.77	     1.00	     0.83	      7.2	     5.52	                TRUE	   0.6958	   0.5041	   0.8563	1747520.3
   260.70	 2CXO J174549.1-285636	 17 45 49.12	-28 56 36.32	     1.10	     0.86	    130.4	     3.94	                TRUE	   0.9994	   0.8951	   1.0000	1898682.6
   260.83	 2CXO J174550.8-285649	 17 45 50.83	-28 56 49.16	     0.92	     0.84	     62.0	     4.80	                TRUE	   0.9032	   0.8126	   0.9738	1860484.5
   261.32	 2CXO J174531.9-290427	 17 45 31.99	-29 04 27.19	     0.90	     0.83	    148.4	     5.50	                TRUE	   0.9994	   0.8813	   1.0000	1737553.0
   261.54	 2CXO J174527.6-285703	 17 45 27.61	-28 57 03.71	     0.80	     0.76	     69.0	     5.24	                TRUE	   0.9994	   0.7776	   1.0000	1790929.9
   261.57	 2CXO J174550.0-285641	 17 45 50.02	-28 56 41.75	     0.75	     0.72	     85.8	     8.09	                TRUE	   0.9994	   0.9825	   1.0000	1898682.6
   261.64	 2CXO J174529.0-290406	 17 45 29.05	-29 04 06.51	     0.73	     0.73	    123.9	    16.24	                TRUE	   0.9794	   0.9613	   0.9925	1722299.0
   261.81	 2CXO J174520.1-290001	 17 45 20.19	-29 00 01.06	     1.08	     1.00	     21.2	     3.37	                TRUE	   0.8007	   0.6814	   0.9113	1641712.1
   261.89	 2CXO J174525.2-290324	 17 45 25.25	-29 03 24.10	     0.92	     0.84	    128.0	     4.91	                TRUE	   0.9994	   0.9475	   1.0000	1747520.3
   262.01	 2CXO J174558.8-290155	 17 45 58.88	-29 01 55.14	     0.87	     0.76	    176.3	     6.73	                TRUE	         	         	         	1731178.9
   263.08	 2CXO J174532.6-285623	 17 45 32.67	-28 56 23.47	     0.83	     0.78	     19.8	     5.87	                TRUE	   0.9544	   0.9001	   0.9925	1827439.5
   263.34	 2CXO J174527.3-290352	 17 45 27.34	-29 03 52.15	     0.79	     0.76	    164.6	    10.08	                TRUE	   0.9994	   0.9688	   1.0000	1747520.3
   263.34	 2CXO J174558.2-290218	 17 45 58.26	-29 02 18.77	     0.81	     0.77	    111.8	     3.89	                TRUE	   0.9994	   0.8938	   1.0000	1731178.9
   263.37	 2CXO J174556.8-290251	 17 45 56.87	-29 02 51.74	     0.83	     0.79	     78.5	     5.55	                TRUE	   0.8432	   0.7539	   0.9275	1682431.8
   263.48	 2CXO J174541.5-290450	 17 45 41.52	-29 04 50.91	     0.88	     0.83	    130.0	     8.30	                TRUE	   0.9994	   0.9500	   1.0000	1736285.7
   263.81	 2CXO J174542.3-285606	 17 45 42.34	-28 56 06.08	     0.73	     0.72	     76.5	    13.11	                TRUE	   0.9994	   0.9788	   1.0000	1937760.8
   263.83	 2CXO J174521.4-290207	 17 45 21.42	-29 02 07.86	     0.89	     0.89	      0.0	     4.42	                TRUE	   0.7408	   0.5503	   0.9013	1747520.3
   264.36	 2CXO J174524.1-285746	 17 45 24.11	-28 57 46.22	     1.99	     1.99	      0.0	     3.94	                TRUE	         	         	         	1753224.6
   264.67	 2CXO J174533.4-285617	 17 45 33.47	-28 56 17.90	     0.71	     0.71	     89.0	    27.92	                TRUE	   0.9831	   0.9763	   0.9913	1880165.8
   264.80	 2CXO J174534.8-290444	 17 45 34.87	-29 04 44.13	     1.05	     0.88	    144.5	     3.89	                TRUE	   0.9994	   0.8688	   1.0000	1763147.0
   264.82	 2CXO J174523.5-290300	 17 45 23.52	-29 03 00.51	     0.85	     0.79	    105.3	     4.53	                TRUE	   0.9994	   0.9151	   1.0000	1747520.3
   266.16	 2CXO J174547.2-290437	 17 45 47.23	-29 04 37.01	     3.38	     3.38	      0.0	     3.41	                TRUE	   0.9232	   0.8251	   0.9863	1699114.7
   266.22	 2CXO J174543.2-285605	 17 45 43.30	-28 56 05.40	     0.72	     0.72	      8.8	    21.03	                TRUE	   0.9719	   0.9575	   0.9888	1851610.4
   266.57	 2CXO J174540.7-285601	 17 45 40.73	-28 56 01.73	     0.77	     0.77	      0.0	     5.88	                TRUE	   0.9269	   0.8351	   0.9888	2028581.0
   267.31	 2CXO J174519.8-285950	 17 45 19.86	-28 59 50.91	     0.82	     0.76	     90.4	     6.56	                TRUE	   0.9994	   0.8826	   1.0000	1575532.2
   267.81	 2CXO J174554.9-290330	 17 45 55.00	-29 03 30.44	     0.90	     0.84	      3.0	     4.23	                TRUE	   0.9994	   0.9101	   1.0000	1687512.2
   268.18	 2CXO J174600.2-285947	 17 46 00.24	-28 59 47.34	     0.75	     0.74	     26.1	     4.41	                TRUE	   0.9494	   0.8976	   0.9875	1781776.8
   268.61	 2CXO J174552.4-290401	 17 45 52.50	-29 04 01.32	     0.87	     0.80	    122.6	     7.47	                TRUE	   0.8332	   0.6690	   0.9513	1674327.9
   268.62	 2CXO J174519.8-290114	 17 45 19.87	-29 01 14.41	     0.72	     0.71	    163.3	    22.94	                TRUE	   0.9781	   0.9663	   0.9888	1575924.0
   268.62	 2CXO J174521.4-290219	 17 45 21.41	-29 02 19.81	     0.80	     0.80	      0.0	     5.06	                TRUE	   0.9994	   0.8788	   1.0000	1747520.3
   269.08	 2CXO J174537.5-285601	 17 45 37.58	-28 56 01.00	     0.98	     0.91	     10.3	     5.64	                TRUE	   0.8495	   0.7402	   0.9475	1940358.0
   269.16	 2CXO J174532.7-285616	 17 45 32.75	-28 56 16.56	     0.93	     0.87	     85.2	    12.02	                TRUE	   0.8807	   0.8476	   0.9126	1827439.5
   269.28	 2CXO J174522.4-290247	 17 45 22.47	-29 02 47.44	     0.82	     0.82	      0.0	     4.47	                TRUE	   0.8557	   0.7439	   0.9550	1747520.3
   269.40	 2CXO J174528.1-285648	 17 45 28.13	-28 56 48.69	     0.84	     0.79	     10.6	     5.87	                TRUE	   0.8020	   0.6964	   0.8976	1790929.9
   269.43	 2CXO J174524.2-285736	 17 45 24.20	-28 57 36.64	     0.81	     0.79	     63.5	     6.60	                TRUE	         	         	         	1753224.6
   269.55	 2CXO J174520.3-290143	 17 45 20.31	-29 01 43.43	     1.34	     0.92	    167.2	     3.94	                TRUE	   0.9994	   0.8339	   1.0000	1591391.4
   269.66	 2CXO J174553.9-290347	 17 45 53.92	-29 03 47.05	     0.78	     0.78	    154.3	    10.34	                TRUE	   0.9044	   0.8326	   0.9688	1649545.8
   269.80	 2CXO J174519.5-290043	 17 45 19.50	-29 00 43.29	     0.76	     0.76	      0.0	     6.74	                TRUE	   0.9994	   0.8576	   1.0000	1595430.5
   269.82	 2CXO J174548.3-285621	 17 45 48.32	-28 56 21.16	     0.86	     0.78	     88.1	     5.14	                TRUE	         	         	         	1898682.6
   269.99	 2CXO J174519.4-290022	 17 45 19.46	-29 00 22.37	     0.87	     0.75	      1.8	     8.06	                TRUE	   0.9994	   0.8613	   1.0000	1595430.5
   270.09	 2CXO J174552.0-285648	 17 45 52.02	-28 56 48.58	     0.72	     0.72	      0.0	    13.54	                TRUE	         	         	         	1662622.7
   270.48	 2CXO J174527.7-285650	 17 45 27.79	-28 56 50.55	     0.78	     0.78	      0.0	     6.56	                TRUE	   0.9994	   0.9001	   1.0000	1790929.9
   270.73	 2CXO J174525.2-285719	 17 45 25.21	-28 57 19.87	     0.78	     0.76	     51.3	     3.89	                TRUE	   0.8320	   0.7114	   0.9450	1802044.9
   270.81	 2CXO J174519.4-290014	 17 45 19.42	-29 00 14.44	     0.78	     0.75	      2.7	     6.99	                TRUE	   0.9994	   0.7202	   1.0000	1595430.5
   270.85	 2CXO J174551.6-285644	 17 45 51.66	-28 56 44.29	     0.73	     0.73	      0.0	     7.47	                TRUE	         	         	         	1637401.5
   270.94	 2CXO J174528.9-290416	 17 45 28.94	-29 04 16.66	     1.95	     1.95	      0.0	     5.13	                TRUE	   0.9219	   0.8463	   0.9788	1747520.3
   271.00	 2CXO J174519.5-285955	 17 45 19.53	-28 59 55.58	     0.77	     0.77	      0.0	     6.15	                TRUE	         	         	         	1575532.2
   271.72	 2CXO J174559.8-285907	 17 45 59.81	-28 59 07.39	     1.07	     0.90	     72.4	     5.25	                TRUE	   0.9994	   0.9438	   1.0000	1880568.4
   272.09	 2CXO J174558.7-285831	 17 45 58.78	-28 58 31.64	     0.97	     0.91	    125.3	     4.23	                TRUE	   0.9994	   0.9263	   1.0000	1881537.7
   272.16	 2CXO J174532.1-290439	 17 45 32.11	-29 04 39.66	     0.81	     0.79	     85.2	    10.01	                TRUE	   0.9994	   0.9525	   1.0000	1732456.7
   272.16	 2CXO J174554.3-285711	 17 45 54.39	-28 57 11.69	     0.72	     0.72	     86.3	    12.60	                TRUE	   0.7408	   0.5390	   0.8963	1909304.8
   272.33	 2CXO J174519.3-290047	 17 45 19.33	-29 00 47.44	     1.09	     0.96	     16.4	     3.57	                TRUE	   0.9994	   0.8501	   1.0000	1595430.5
   272.40	 2CXO J174543.2-285558	 17 45 43.22	-28 55 58.98	     0.85	     0.85	      0.0	     3.79	                TRUE	   0.8232	   0.6427	   0.9563	1851610.4
   272.55	 2CXO J174542.9-290458	 17 45 42.91	-29 04 58.07	     1.05	     0.93	     21.3	     3.46	                TRUE	   0.9994	   0.5953	   1.0000	1748548.3
   272.68	 2CXO J174528.6-285640	 17 45 28.63	-28 56 40.25	     0.76	     0.76	      0.0	     7.27	                TRUE	   0.9994	   0.8663	   1.0000	1790929.9
   272.84	 2CXO J174520.3-290157	 17 45 20.39	-29 01 57.91	     0.85	     0.80	    169.0	     4.49	                TRUE	   0.8170	   0.6802	   0.9350	1591391.4
   273.29	 2CXO J174519.2-290017	 17 45 19.22	-29 00 17.23	     0.81	     0.81	      0.0	     5.06	                TRUE	         	         	         	1595430.5
   273.53	 2CXO J174600.8-290031	 17 46 00.89	-29 00 31.43	     0.94	     0.87	    133.3	     3.51	                TRUE	   0.9994	   0.8451	   1.0000	1781783.1
   273.58	 2CXO J174600.8-290053	 17 46 00.80	-29 00 53.78	     0.75	     0.75	      0.0	     8.13	                TRUE	   0.9994	   0.9413	   1.0000	1781770.7
   273.72	 2CXO J174519.7-290130	 17 45 19.71	-29 01 30.19	     1.03	     0.90	     39.2	     4.35	                TRUE	   0.9019	   0.8051	   0.9738	1591388.3
   273.77	 2CXO J174519.1-290041	 17 45 19.19	-29 00 41.25	     0.97	     0.83	    174.5	     5.35	                TRUE	         	         	         	1595430.5
   273.80	 2CXO J174523.0-290306	 17 45 23.00	-29 03 06.39	     0.91	     0.85	     32.2	     4.47	                TRUE	   0.8882	   0.7864	   0.9675	1747520.3
   274.04	 2CXO J174524.8-290336	 17 45 24.83	-29 03 36.10	     0.89	     0.79	     16.5	     5.61	                TRUE	   0.9994	   0.9300	   1.0000	1747520.3
   274.05	 2CXO J174521.9-290245	 17 45 21.96	-29 02 45.48	     0.89	     0.89	      0.0	     3.05	                TRUE	   0.9994	   0.9375	   1.0000	1722299.0
   274.17	 2CXO J174541.7-285554	 17 45 41.74	-28 55 54.89	     0.72	     0.72	     84.5	    14.04	                TRUE	   0.8507	   0.7851	   0.9151	1983170.9
   274.56	 2CXO J174551.9-285642	 17 45 51.94	-28 56 42.31	     0.72	     0.72	      0.0	    13.55	                TRUE	         	         	         	1637401.5
   274.61	 2CXO J174520.9-290221	 17 45 20.97	-29 02 21.45	     0.86	     0.76	    169.9	     6.49	                TRUE	   0.9994	   0.8838	   1.0000	1657565.1
   274.66	 2CXO J174536.2-290458	 17 45 36.24	-29 04 58.25	     1.11	     0.85	    132.5	     3.21	                TRUE	   0.8532	   0.7189	   0.9600	1820287.8
   274.80	 2CXO J174519.0-290026	 17 45 19.09	-29 00 26.38	     0.76	     0.76	      0.0	     4.65	                TRUE	   0.8257	   0.6502	   0.9550	1557464.2
   274.80	 2CXO J174552.9-285651	 17 45 52.93	-28 56 51.61	     0.72	     0.72	      0.0	    12.37	                TRUE	   0.9994	   0.9800	   1.0000	1871106.7
   274.88	 2CXO J174521.1-290227	 17 45 21.15	-29 02 27.35	     0.84	     0.84	      0.0	     3.26	                TRUE	   0.9994	   0.8451	   1.0000	1657565.1
   275.06	 2CXO J174554.9-290341	 17 45 54.96	-29 03 41.44	     1.78	     1.78	      0.0	     3.60	                TRUE	   0.8432	   0.6765	   0.9638	1687512.2
   275.06	 2CXO J174546.9-285608	 17 45 46.91	-28 56 08.30	     0.77	     0.77	      0.0	     4.29	                TRUE	   0.9994	   0.7352	   1.0000	1956449.3
