#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	extent_flag	(A5)	Source is extended, or deconvolved source extent is inconsistent with a point source at the 90% confidence level in one or more observations and energy bands	(master_source.extent_flag)	[""]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	extent_flag	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   114.23	 2CXO J174533.4-290143	 17 45 33.50	-29 01 43.59	359.91394	 -0.03674	     0.84	     0.75	    122.1	   108.94	                TRUE	FALSE	 TRUE	7.733e-16	5.852e-16	9.510e-16	   0.9994	   0.8988	   1.0000	1591385.2
   114.29	 2CXO J174531.9-285947	 17 45 31.91	-28 59 47.08	359.93853	 -0.01493	     0.72	     0.72	    128.5	    15.52	                TRUE	FALSE	FALSE	2.286e-15	1.997e-15	2.556e-15	   0.9282	   0.8801	   0.9713	1789763.5
   114.95	 2CXO J174535.2-290204	 17 45 35.27	-29 02 04.56	359.91232	 -0.04527	     0.82	     0.76	     43.0	   166.65	                TRUE	FALSE	FALSE	3.352e-15	2.984e-15	3.696e-15	   0.9994	   0.9738	   1.0000	1720083.4
   115.00	 2CXO J174533.2-285915	 17 45 33.27	-28 59 15.08	359.94871	 -0.01453	     0.73	     0.73	    112.2	    15.97	                TRUE	FALSE	 TRUE	1.439e-15	1.171e-15	1.690e-15	   0.9994	   0.9101	   1.0000	1594232.7
   115.35	 2CXO J174546.2-285906	 17 45 46.22	-28 59 06.11	359.97542	 -0.05352	     0.71	     0.71	     80.5	    29.56	                TRUE	FALSE	 TRUE	2.516e-14	2.432e-14	2.594e-14	         	         	         	1808196.0
   115.67	 2CXO J174547.2-290134	 17 45 47.26	-29 01 34.53	359.94220	 -0.07823	     0.75	     0.74	     97.3	     5.64	                TRUE	FALSE	FALSE	7.718e-16	5.762e-16	9.675e-16	   0.9994	   0.9488	   1.0000	1698459.8
   115.93	 2CXO J174548.7-290007	 17 45 48.74	-29 00 07.75	359.96558	 -0.07027	     0.76	     0.73	    147.1	    12.23	                TRUE	FALSE	FALSE	1.202e-15	9.430e-16	1.445e-15	   0.9994	   0.9413	   1.0000	1788920.9
   116.19	 2CXO J174539.2-290223	 17 45 39.28	-29 02 23.92	359.91535	 -0.06056	     0.73	     0.73	      0.0	    14.69	                TRUE	FALSE	FALSE	2.874e-15	2.551e-15	3.175e-15	   0.9994	   0.9788	   1.0000	1972635.7
   116.26	 2CXO J174543.4-285841	 17 45 43.49	-28 58 41.05	359.97618	 -0.04139	     0.71	     0.71	     84.3	    25.59	                TRUE	FALSE	 TRUE	2.432e-14	2.337e-14	2.520e-14	   0.9994	   0.9975	   1.0000	1809119.9
   116.28	 2CXO J174531.7-290109	 17 45 31.74	-29 01 09.11	359.91877	 -0.02629	     0.72	     0.72	    104.4	    15.89	                TRUE	FALSE	FALSE	2.372e-15	2.074e-15	2.650e-15	   0.9719	   0.9413	   0.9950	1747523.4
   116.46	 2CXO J174532.6-285923	 17 45 32.67	-28 59 23.27	359.94562	 -0.01384	     0.76	     0.74	    168.1	    18.65	                TRUE	FALSE	 TRUE	2.314e-15	1.994e-15	2.614e-15	   0.9344	   0.8813	   0.9788	1750377.1
   116.58	 2CXO J174548.4-285951	 17 45 48.47	-28 59 51.20	359.96899	 -0.06703	     0.75	     0.74	    137.3	    13.21	                TRUE	FALSE	FALSE	1.345e-15	1.059e-15	1.613e-15	   0.9994	   0.8938	   1.0000	1788917.6
   117.11	 2CXO J174548.9-290025	 17 45 48.96	-29 00 25.99	359.96169	 -0.07361	     0.74	     0.73	    100.3	    10.15	                TRUE	FALSE	FALSE	6.428e-16	4.971e-16	7.885e-16	   0.9994	   0.9463	   1.0000	1788890.1
   117.25	 2CXO J174534.9-285851	 17 45 34.99	-28 58 51.37	359.95760	 -0.01646	     0.76	     0.74	    147.7	     9.06	                TRUE	FALSE	FALSE	8.087e-16	6.093e-16	9.970e-16	   0.9994	   0.9176	   1.0000	1789778.8
   117.34	 2CXO J174534.5-290201	 17 45 34.57	-29 02 01.04	359.91184	 -0.04260	     0.71	     0.71	     88.2	   168.75	                TRUE	FALSE	 TRUE	4.845e-14	4.716e-14	4.966e-14	         	         	         	1747520.3
   117.66	 2CXO J174531.0-290031	 17 45 31.07	-29 00 31.35	359.92645	 -0.01874	     0.74	     0.73	    121.5	     7.35	                TRUE	FALSE	FALSE	8.447e-16	6.108e-16	1.079e-15	   0.9994	   0.8888	   1.0000	1728051.2
   117.72	 2CXO J174538.0-290223	 17 45 38.08	-29 02 23.05	359.91328	 -0.05671	     0.71	     0.71	      4.2	    55.22	                TRUE	FALSE	FALSE	6.595e-15	5.906e-15	7.237e-15	   0.9806	   0.9588	   0.9963	1930852.3
   118.62	 2CXO J174531.0-290012	 17 45 31.08	-29 00 12.17	359.93101	 -0.01598	     0.73	     0.72	    173.1	     7.51	                TRUE	FALSE	FALSE	2.321e-15	2.026e-15	2.596e-15	   0.9994	   0.9538	   1.0000	1751565.6
   119.16	 2CXO J174545.6-290202	 17 45 45.61	-29 02 02.27	359.93249	 -0.07711	     0.72	     0.72	    138.9	    10.32	                TRUE	FALSE	FALSE	3.608e-15	3.252e-15	3.940e-15	   0.9369	   0.9038	   0.9700	1709082.0
   119.29	 2CXO J174531.9-290123	 17 45 31.99	-29 01 23.61	359.91580	 -0.02915	     0.95	     0.87	     55.4	    21.40	                TRUE	FALSE	FALSE	6.357e-16	4.202e-16	8.404e-16	   0.9994	   0.8438	   1.0000	1747526.5
   119.84	 2CXO J174548.8-290101	 17 45 48.82	-29 01 01.30	359.95303	 -0.07827	     0.76	     0.74	    135.4	     8.14	                TRUE	FALSE	FALSE	1.300e-15	1.065e-15	1.535e-15	   0.9994	   0.9225	   1.0000	1788883.7
   120.01	 2CXO J174536.2-285838	 17 45 36.27	-28 58 38.82	359.96299	 -0.01860	     0.76	     0.74	    101.1	     8.31	                TRUE	FALSE	FALSE	6.810e-16	4.414e-16	9.081e-16	   0.9994	   0.8963	   1.0000	1918622.0
   120.02	 2CXO J174532.1-290129	 17 45 32.19	-29 01 29.86	359.91471	 -0.03069	     0.76	     0.73	    145.8	    38.99	                TRUE	FALSE	FALSE	5.659e-16	3.837e-16	7.481e-16	   0.9994	   0.9188	   1.0000	1747520.3
   120.38	 2CXO J174531.6-290117	 17 45 31.65	-29 01 17.03	359.91672	 -0.02715	     1.47	     1.31	    166.5	    17.01	                TRUE	FALSE	FALSE	4.573e-16	2.964e-16	6.097e-16	   0.9994	   0.8114	   1.0000	1747526.6
   120.74	 2CXO J174539.8-285827	 17 45 39.82	-28 58 27.44	359.97244	 -0.02800	     0.76	     0.73	     36.1	     6.59	                TRUE	FALSE	FALSE	7.078e-16	5.452e-16	8.704e-16	   0.9357	   0.8626	   0.9863	1978434.2
   120.76	 2CXO J174531.6-285938	 17 45 31.63	-28 59 38.87	359.93996	 -0.01289	     0.72	     0.72	    152.9	    15.88	                TRUE	FALSE	FALSE	1.963e-15	1.682e-15	2.226e-15	   0.9994	   0.9438	   1.0000	1789766.6
   121.05	 2CXO J174534.9-285846	 17 45 34.97	-28 58 47.00	359.95860	 -0.01576	     0.77	     0.73	    103.7	     7.86	                TRUE	FALSE	FALSE	3.614e-16	1.767e-16	5.461e-16	   0.9994	   0.7814	   1.0000	1789778.8
   121.25	 2CXO J174542.3-285830	 17 45 42.35	-28 58 30.75	359.97646	 -0.03636	     0.72	     0.72	     42.5	    10.21	                TRUE	FALSE	FALSE	3.739e-15	3.316e-15	4.133e-15	   0.9544	   0.9200	   0.9813	1827654.3
   121.28	 2CXO J174546.6-290153	 17 45 46.60	-29 01 53.58	359.93643	 -0.07893	     0.76	     0.74	    108.3	     3.83	                TRUE	FALSE	FALSE	6.222e-16	4.375e-16	7.972e-16	   0.9994	   0.9176	   1.0000	1709082.0
   121.29	 2CXO J174539.2-290229	 17 45 39.29	-29 02 29.04	359.91415	 -0.06133	     0.73	     0.72	    175.8	    14.53	                TRUE	FALSE	FALSE	2.839e-15	2.510e-15	3.147e-15	   0.9994	   0.9813	   1.0000	1972632.6
   121.56	 2CXO J174531.4-285943	 17 45 31.43	-28 59 43.30	359.93852	 -0.01288	     0.79	     0.75	     12.9	    14.72	                TRUE	FALSE	FALSE	3.728e-15	3.308e-15	4.120e-15	   0.9594	   0.9138	   0.9900	1789763.5
   121.61	 2CXO J174534.0-290201	 17 45 34.07	-29 02 01.26	359.91084	 -0.04109	     0.73	     0.72	     65.7	   125.65	                TRUE	FALSE	FALSE	3.789e-15	3.397e-15	4.180e-15	   0.9994	   0.9725	   1.0000	1747520.3
   122.22	 2CXO J174533.9-285855	 17 45 33.94	-28 58 55.71	359.95458	 -0.01382	     0.74	     0.74	     23.0	    11.93	                TRUE	FALSE	FALSE	1.032e-15	8.009e-16	1.262e-15	   0.9994	   0.8963	   1.0000	1789778.8
   122.57	 2CXO J174537.2-285831	 17 45 37.25	-28 58 31.15	359.96669	 -0.02056	     0.74	     0.74	      0.0	     5.61	                TRUE	FALSE	FALSE	1.283e-16	0.000e+00	2.822e-16	   0.9994	   0.7814	   1.0000	2039917.4
   122.63	 2CXO J174530.7-290034	 17 45 30.70	-29 00 34.80	359.92493	 -0.01809	     0.73	     0.72	     44.3	     6.50	                TRUE	FALSE	FALSE	1.488e-15	1.240e-15	1.736e-15	   0.9569	   0.9051	   0.9925	1728051.2
   123.09	 2CXO J174535.1-285843	 17 45 35.13	-28 58 43.23	359.95980	 -0.01572	     0.75	     0.73	     62.8	     7.92	                TRUE	FALSE	FALSE	5.945e-16	4.180e-16	7.617e-16	   0.9994	   0.8264	   1.0000	1807981.1
   123.24	 2CXO J174537.8-285828	 17 45 37.85	-28 58 28.30	359.96849	 -0.02201	     0.75	     0.73	    121.2	     5.10	                TRUE	FALSE	FALSE	8.491e-16	6.771e-16	1.010e-15	   0.9994	   0.9425	   1.0000	2129112.6
   123.79	 2CXO J174530.7-290053	 17 45 30.80	-29 00 53.29	359.92073	 -0.02106	     0.73	     0.72	     40.2	     6.93	                TRUE	FALSE	FALSE	1.598e-15	1.332e-15	1.865e-15	   0.9169	   0.8476	   0.9738	1728051.2
   123.95	 2CXO J174546.9-285903	 17 45 46.91	-28 59 03.05	359.97745	 -0.05522	     0.72	     0.71	     66.4	    14.17	                TRUE	FALSE	 TRUE	1.006e-14	9.442e-15	1.063e-14	   0.9794	   0.9625	   0.9925	1808196.0
   124.17	 2CXO J174536.3-290222	 17 45 36.33	-29 02 22.38	359.91011	 -0.05115	     0.73	     0.72	     36.2	   118.28	                TRUE	FALSE	FALSE	2.756e-15	2.414e-15	3.075e-15	   0.9994	   0.9800	   1.0000	1764542.5
   124.53	 2CXO J174530.8-290101	 17 45 30.90	-29 01 01.87	359.91889	 -0.02262	     0.74	     0.73	    175.5	     9.72	                TRUE	FALSE	FALSE	6.178e-16	4.222e-16	8.134e-16	   0.9994	   0.8963	   1.0000	1747551.3
   124.61	 2CXO J174539.3-290232	 17 45 39.38	-29 02 32.46	359.91351	 -0.06210	     0.74	     0.72	    175.6	    13.04	                TRUE	FALSE	FALSE	1.833e-15	1.560e-15	2.088e-15	   0.9594	   0.9126	   0.9925	1955610.4
   124.90	 2CXO J174531.2-290115	 17 45 31.23	-29 01 15.51	359.91628	 -0.02561	     0.77	     0.76	     33.0	    13.00	                TRUE	FALSE	FALSE	3.684e-16	1.842e-16	5.526e-16	   0.9994	   0.8301	   1.0000	1747526.6
   124.93	 2CXO J174539.9-285823	 17 45 39.95	-28 58 23.22	359.97368	 -0.02780	     0.73	     0.73	    124.1	     5.88	                TRUE	FALSE	FALSE	1.120e-15	9.043e-16	1.336e-15	   0.9994	   0.8963	   1.0000	1978434.2
   125.07	 2CXO J174543.8-290222	 17 45 43.88	-29 02 22.63	359.92438	 -0.07467	     0.76	     0.73	    104.8	     4.42	                TRUE	FALSE	FALSE	9.536e-16	7.184e-16	1.176e-15	   0.9444	   0.8788	   0.9900	1709082.0
   126.11	 2CXO J174536.1-285832	 17 45 36.14	-28 58 32.85	359.96418	 -0.01736	     0.74	     0.73	     50.6	     6.87	                TRUE	FALSE	FALSE	1.171e-15	9.623e-16	1.381e-15	   0.9994	   0.9425	   1.0000	1918622.0
   126.64	 2CXO J174532.5-285907	 17 45 32.57	-28 59 07.93	359.94907	 -0.01132	     0.73	     0.72	    147.2	    16.96	                TRUE	FALSE	 TRUE	2.473e-15	2.150e-15	2.775e-15	   0.9519	   0.9001	   0.9900	1750377.1
   126.88	 2CXO J174543.0-285827	 17 45 43.05	-28 58 27.60	359.97854	 -0.03809	     0.74	     0.72	     44.1	    10.21	                TRUE	FALSE	FALSE	2.037e-15	1.747e-15	2.308e-15	   0.9507	   0.9051	   0.9863	1827660.4
   126.93	 2CXO J174530.3-290027	 17 45 30.36	-29 00 27.52	359.92601	 -0.01598	     0.75	     0.73	    137.4	     7.14	                TRUE	FALSE	FALSE	2.427e-15	2.115e-15	2.718e-15	   0.9706	   0.9400	   0.9913	1751565.6
   127.02	 2CXO J174543.4-285829	 17 45 43.48	-28 58 29.46	359.97892	 -0.03971	     0.73	     0.72	     69.8	    11.27	                TRUE	FALSE	 TRUE	1.802e-15	1.527e-15	2.059e-15	   0.9482	   0.9026	   0.9838	1808153.7
   127.31	 2CXO J174548.7-285931	 17 45 48.74	-28 59 31.83	359.97411	 -0.06508	     0.74	     0.72	     77.0	    10.66	                TRUE	FALSE	FALSE	1.188e-15	9.259e-16	1.451e-15	   0.9994	   0.9338	   1.0000	1807220.5
   127.60	 2CXO J174547.8-290145	 17 45 47.80	-29 01 45.05	359.94073	 -0.08143	     0.72	     0.72	    110.8	    13.28	                TRUE	FALSE	FALSE	5.511e-15	5.112e-15	5.911e-15	   0.9994	   0.9875	   1.0000	1709082.0
   127.65	 2CXO J174531.8-290138	 17 45 31.90	-29 01 38.07	359.91220	 -0.03096	     0.74	     0.73	    113.2	    22.33	                TRUE	FALSE	FALSE	1.209e-15	9.824e-16	1.436e-15	   0.9994	   0.9388	   1.0000	1747520.3
   127.69	 2CXO J174548.8-290123	 17 45 48.82	-29 01 23.19	359.94785	 -0.08144	     0.74	     0.73	    107.1	     6.08	                TRUE	FALSE	FALSE	1.253e-15	1.021e-15	1.486e-15	   0.9994	   0.9388	   1.0000	1738329.0
   127.74	 2CXO J174535.3-290220	 17 45 35.35	-29 02 20.14	359.90879	 -0.04780	     0.81	     0.76	    129.6	   139.35	                TRUE	FALSE	FALSE	3.131e-15	2.779e-15	3.459e-15	   0.9994	   0.9738	   1.0000	1747520.3
   127.98	 2CXO J174530.3-290015	 17 45 30.33	-29 00 15.42	359.92882	 -0.01413	     0.74	     0.73	    116.4	     5.31	                TRUE	FALSE	FALSE	6.645e-16	4.641e-16	8.544e-16	   0.9994	   0.8401	   1.0000	1751565.6
   128.04	 2CXO J174538.7-290235	 17 45 38.77	-29 02 35.12	359.91173	 -0.06060	     0.82	     0.74	    132.2	    15.36	                TRUE	FALSE	FALSE	5.782e-16	4.066e-16	7.408e-16	   0.9994	   0.9163	   1.0000	1972632.5
   128.17	 2CXO J174549.5-290000	 17 45 49.59	-29 00 00.95	359.96881	 -0.07193	     0.74	     0.74	     74.1	     7.21	                TRUE	FALSE	FALSE	1.572e-15	1.283e-15	1.843e-15	   0.9994	   0.9001	   1.0000	1769025.5
   128.40	 2CXO J174540.2-285819	 17 45 40.25	-28 58 19.78	359.97507	 -0.02824	     0.74	     0.74	     40.7	     6.02	                TRUE	FALSE	FALSE	9.759e-16	7.831e-16	1.169e-15	   0.9994	   0.9275	   1.0000	1978434.2
   128.42	 2CXO J174547.2-290155	 17 45 47.22	-29 01 55.43	359.93717	 -0.08113	     0.74	     0.73	    105.0	     5.40	                TRUE	FALSE	FALSE	1.341e-15	1.101e-15	1.580e-15	   0.9994	   0.9213	   1.0000	1709082.0
   128.48	 2CXO J174545.3-290216	 17 45 45.31	-29 02 16.43	359.92857	 -0.07823	     0.72	     0.71	     92.8	    11.76	                TRUE	FALSE	FALSE	4.070e-15	3.718e-15	4.423e-15	   0.9994	   0.9738	   1.0000	1709082.0
   128.59	 2CXO J174533.9-285847	 17 45 33.97	-28 58 47.14	359.95667	 -0.01267	     0.77	     0.74	     14.6	    11.34	                TRUE	FALSE	FALSE	2.891e-16	1.229e-16	4.554e-16	   0.9994	   0.7477	   1.0000	1789775.7
   128.85	 2CXO J174540.7-285819	 17 45 40.70	-28 58 19.59	359.97598	 -0.02963	     0.76	     0.75	     51.8	     6.50	                TRUE	FALSE	FALSE	8.447e-16	6.582e-16	1.031e-15	   0.9994	   0.8951	   1.0000	1978698.8
   128.97	 2CXO J174548.4-290134	 17 45 48.48	-29 01 34.21	359.94459	 -0.08198	     0.72	     0.72	    130.5	     8.69	                TRUE	FALSE	FALSE	2.961e-15	2.635e-15	3.264e-15	   0.9994	   0.9638	   1.0000	1709082.0
   129.14	 2CXO J174530.5-285951	 17 45 30.59	-28 59 51.99	359.93486	 -0.01153	     0.73	     0.73	    160.4	    11.43	                TRUE	FALSE	FALSE	1.273e-15	1.043e-15	1.503e-15	   0.9994	   0.9001	   1.0000	1789760.6
   129.55	 2CXO J174536.3-285827	 17 45 36.40	-28 58 27.73	359.96588	 -0.01741	     0.77	     0.76	    169.5	     4.47	                TRUE	FALSE	FALSE	7.117e-16	4.971e-16	9.151e-16	   0.9157	   0.8251	   0.9750	2011086.8
   129.58	 2CXO J174538.2-285820	 17 45 38.25	-28 58 20.72	359.97105	 -0.02215	     1.19	     1.12	     79.1	     3.35	                TRUE	FALSE	FALSE	2.489e-16	1.294e-16	3.684e-16	   0.9994	   0.8638	   1.0000	2099795.3
   129.60	 2CXO J174546.0-290211	 17 45 46.02	-29 02 11.34	359.93111	 -0.07968	     0.74	     0.73	    128.6	     4.97	                TRUE	FALSE	FALSE	1.334e-15	1.087e-15	1.581e-15	   0.9994	   0.9363	   1.0000	1709082.0
   129.85	 2CXO J174539.5-285818	 17 45 39.54	-28 58 18.47	359.97404	 -0.02585	     0.74	     0.73	    100.4	     5.33	                TRUE	FALSE	FALSE	9.017e-16	7.167e-16	1.075e-15	   0.9994	   0.9313	   1.0000	2063812.3
   130.17	 2CXO J174539.1-285818	 17 45 39.11	-28 58 18.55	359.97321	 -0.02453	     0.73	     0.73	    146.7	     6.34	                TRUE	FALSE	FALSE	1.117e-15	9.306e-16	1.303e-15	   0.9994	   0.9538	   1.0000	2070899.0
   130.50	 2CXO J174549.5-285949	 17 45 49.55	-28 59 49.77	359.97138	 -0.07018	     0.72	     0.72	     99.3	     9.42	                TRUE	FALSE	FALSE	3.870e-15	3.488e-15	4.226e-15	   0.9994	   0.9688	   1.0000	1807220.5
   130.93	 2CXO J174530.1-290048	 17 45 30.18	-29 00 48.62	359.92066	 -0.01846	     0.73	     0.73	    151.5	     5.68	                TRUE	FALSE	FALSE	1.328e-15	1.081e-15	1.560e-15	   0.9994	   0.9675	   1.0000	1728051.2
   131.17	 2CXO J174531.8-290143	 17 45 31.87	-29 01 43.77	359.91079	 -0.03169	     0.74	     0.74	     95.5	    22.08	                TRUE	FALSE	FALSE	7.744e-16	5.250e-16	1.024e-15	   0.9994	   0.9051	   1.0000	1747520.3
   131.58	 2CXO J174535.5-285830	 17 45 35.51	-28 58 30.75	359.96347	 -0.01508	     0.72	     0.72	      6.9	    10.74	                TRUE	FALSE	FALSE	4.019e-15	3.658e-15	4.355e-15	   0.9994	   0.9713	   1.0000	1854780.5
   131.97	 2CXO J174548.6-285919	 17 45 48.63	-28 59 19.63	359.97680	 -0.06299	     0.74	     0.74	      0.0	    10.26	                TRUE	FALSE	FALSE	1.916e-15	1.600e-15	2.232e-15	   0.9994	   0.9275	   1.0000	1807220.5
   132.20	 2CXO J174544.4-285829	 17 45 44.47	-28 58 29.42	359.98080	 -0.04276	     0.73	     0.73	    123.6	    14.24	                TRUE	FALSE	 TRUE	1.533e-15	1.245e-15	1.822e-15	   0.9994	   0.9363	   1.0000	1808156.6
   132.75	 2CXO J174535.1-290224	 17 45 35.18	-29 02 24.62	359.90740	 -0.04792	     0.74	     0.73	    175.7	    89.83	                TRUE	FALSE	FALSE	2.552e-15	2.225e-15	2.858e-15	   0.9994	   0.9813	   1.0000	1747520.3
   132.79	 2CXO J174542.7-290235	 17 45 42.78	-29 02 35.97	359.91913	 -0.07319	     0.76	     0.74	    178.3	     3.27	                TRUE	FALSE	FALSE	9.340e-16	6.610e-16	1.193e-15	   0.9994	   0.9076	   1.0000	1752496.8
   133.00	 2CXO J174541.1-290240	 17 45 41.20	-29 02 40.27	359.91511	 -0.06889	     0.76	     0.74	    151.2	     5.03	                TRUE	FALSE	FALSE	4.706e-16	3.137e-16	6.275e-16	   0.9994	   0.8876	   1.0000	1850342.2
   133.07	 2CXO J174540.5-285815	 17 45 40.54	-28 58 15.24	359.97670	 -0.02849	     0.77	     0.73	    131.2	     5.60	                TRUE	FALSE	FALSE	1.608e-15	1.355e-15	1.861e-15	   0.9994	   0.9538	   1.0000	2012994.2
   133.17	 2CXO J174529.9-290018	 17 45 29.92	-29 00 18.10	359.92740	 -0.01322	     0.73	     0.72	     98.4	     6.00	                TRUE	FALSE	FALSE	2.059e-15	1.770e-15	2.329e-15	   0.9994	   0.9225	   1.0000	1751565.6
   133.40	 2CXO J174529.8-290037	 17 45 29.89	-29 00 37.12	359.92284	 -0.01590	     0.74	     0.73	    149.0	     5.16	                TRUE	FALSE	FALSE	1.146e-15	9.392e-16	1.354e-15	   0.9994	   0.9400	   1.0000	1728051.2
   133.64	 2CXO J174531.4-290140	 17 45 31.50	-29 01 40.98	359.91075	 -0.03014	     0.77	     0.75	    161.4	    18.65	                TRUE	FALSE	FALSE	4.174e-16	2.398e-16	5.950e-16	   0.9994	   0.7964	   1.0000	1747520.3
   134.11	 2CXO J174531.1-290134	 17 45 31.15	-29 01 34.46	359.91164	 -0.02812	     0.81	     0.75	     79.4	    14.40	                TRUE	FALSE	FALSE	9.499e-16	7.402e-16	1.160e-15	   0.9344	   0.8613	   0.9850	1747520.3
   134.37	 2CXO J174538.5-290241	 17 45 38.55	-29 02 41.10	359.90989	 -0.06077	     0.76	     0.74	    122.1	    11.78	                TRUE	FALSE	FALSE	8.973e-16	7.017e-16	1.093e-15	   0.9044	   0.8239	   0.9700	1972635.6
   134.51	 2CXO J174529.9-290007	 17 45 29.91	-29 00 07.55	359.92988	 -0.01166	     0.75	     0.74	    125.4	     4.47	                TRUE	FALSE	FALSE	8.639e-16	6.479e-16	1.068e-15	   0.9157	   0.8151	   0.9850	1751565.6
   134.65	 2CXO J174545.8-285836	 17 45 45.80	-28 58 36.75	359.98160	 -0.04798	     0.82	     0.77	     77.5	    16.40	                TRUE	FALSE	 TRUE	9.504e-16	6.227e-16	1.262e-15	   0.9994	   0.8301	   1.0000	1712902.1
   134.71	 2CXO J174542.5-285817	 17 45 42.52	-28 58 17.46	359.97995	 -0.03499	     0.71	     0.71	      0.0	    19.89	                TRUE	FALSE	FALSE	1.280e-14	1.218e-14	1.338e-14	   0.9756	   0.9638	   0.9863	1822328.3
   134.79	 2CXO J174541.5-285814	 17 45 41.51	-28 58 14.75	359.97865	 -0.03142	     0.71	     0.71	     69.6	    53.90	                TRUE	FALSE	 TRUE	8.790e-14	8.493e-14	9.087e-14	   0.9032	   0.8913	   0.9151	1949489.2
   135.67	 2CXO J174529.7-290046	 17 45 29.79	-29 00 46.59	359.92041	 -0.01696	     0.72	     0.72	    179.5	     8.45	                TRUE	FALSE	FALSE	2.508e-15	2.209e-15	2.786e-15	   0.9669	   0.9300	   0.9925	1728051.2
   135.75	 2CXO J174529.7-290021	 17 45 29.70	-29 00 21.63	359.92615	 -0.01307	     0.73	     0.72	     78.1	     6.59	                TRUE	FALSE	FALSE	1.850e-15	1.578e-15	2.103e-15	   0.9994	   0.9513	   1.0000	1751565.6
   136.71	 2CXO J174538.8-290243	 17 45 38.84	-29 02 43.95	359.90976	 -0.06208	     0.75	     0.74	    168.1	    11.51	                TRUE	FALSE	FALSE	9.055e-16	7.082e-16	1.091e-15	   0.9994	   0.9525	   1.0000	1972632.5
   136.80	 2CXO J174549.6-285936	 17 45 49.69	-28 59 36.43	359.97482	 -0.06871	     0.73	     0.72	     77.9	     9.53	                TRUE	FALSE	FALSE	3.838e-15	3.485e-15	4.167e-15	   0.9794	   0.9588	   0.9963	1807220.5
