#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	extent_flag	(A5)	Source is extended, or deconvolved source extent is inconsistent with a point source at the 90% confidence level in one or more observations and energy bands	(master_source.extent_flag)	[""]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	extent_flag	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   101.61	 2CXO J174537.6-290204	 17 45 37.61	-29 02 04.63	359.91675	 -0.05256	     0.73	     0.73	    153.3	   118.96	                TRUE	FALSE	FALSE	1.645e-15	1.368e-15	1.923e-15	   0.9269	   0.8688	   0.9750	1886160.2
   101.78	 2CXO J174540.6-285846	 17 45 40.68	-28 58 46.72	359.96951	 -0.03349	     0.73	     0.73	     38.8	     8.72	                TRUE	 TRUE	FALSE	5.414e-15	4.079e-15	6.675e-15	         	         	         	2005180.2
   102.07	 2CXO J174540.5-285846	 17 45 40.52	-28 58 46.28	359.96931	 -0.03292	     0.74	     0.73	     73.8	     8.22	                TRUE	 TRUE	FALSE	9.304e-16	3.721e-16	1.489e-15	         	         	         	2005180.2
   102.14	 2CXO J174532.9-290110	 17 45 32.95	-29 01 10.57	359.92073	 -0.03027	     0.72	     0.72	      0.0	    64.29	                TRUE	 TRUE	FALSE	3.256e-15	2.204e-15	4.308e-15	         	         	         	1747523.4
   102.36	 2CXO J174539.4-285846	 17 45 39.44	-28 58 46.09	359.96730	 -0.02953	     0.72	     0.72	      0.0	     9.42	                TRUE	 TRUE	FALSE	1.738e-15	1.499e-15	1.960e-15	   0.9994	   0.9788	   1.0000	2123736.4
   102.41	 2CXO J174538.8-290209	 17 45 38.86	-29 02 09.38	359.91799	 -0.05714	     0.77	     0.74	    134.2	    38.13	                TRUE	FALSE	FALSE	8.993e-16	7.033e-16	1.095e-15	   0.9994	   0.9625	   1.0000	2109127.8
   102.61	 2CXO J174538.7-285847	 17 45 38.70	-28 58 47.05	359.96567	 -0.02737	     0.75	     0.75	      0.0	     8.29	                TRUE	 TRUE	FALSE	1.567e-15	7.091e-16	2.426e-15	         	         	         	2234383.0
   102.81	 2CXO J174547.6-290005	 17 45 47.68	-29 00 05.20	359.96418	 -0.06661	     0.72	     0.72	    178.3	    17.63	                TRUE	FALSE	FALSE	3.469e-15	3.061e-15	3.850e-15	   0.9194	   0.8776	   0.9600	1788920.8
   103.01	 2CXO J174542.6-290205	 17 45 42.65	-29 02 05.31	359.92615	 -0.06833	     0.73	     0.72	    131.7	     7.44	                TRUE	FALSE	FALSE	2.461e-15	2.137e-15	2.763e-15	   0.9994	   0.9625	   1.0000	1788900.7
   103.16	 2CXO J174547.3-285949	 17 45 47.32	-28 59 49.23	359.96729	 -0.06318	     0.72	     0.72	      0.0	    24.69	                TRUE	FALSE	FALSE	2.522e-15	2.153e-15	2.867e-15	   0.9606	   0.9238	   0.9888	1846622.2
   103.55	 2CXO J174541.2-290210	 17 45 41.22	-29 02 10.53	359.92221	 -0.06466	     0.71	     0.71	      0.0	    32.41	                TRUE	FALSE	FALSE	3.409e-14	3.303e-14	3.507e-14	   0.9919	   0.9863	   0.9950	1948246.7
   103.56	 2CXO J174540.3-285844	 17 45 40.38	-28 58 44.69	359.96943	 -0.03227	     0.72	     0.72	    141.1	     8.29	                TRUE	 TRUE	FALSE	1.981e-15	1.051e-15	2.911e-15	         	         	         	2004214.0
   103.61	 2CXO J174536.6-290202	 17 45 36.69	-29 02 02.01	359.91563	 -0.04934	     0.73	     0.72	     30.7	   182.29	                TRUE	 TRUE	FALSE	4.555e-16	2.174e-16	6.936e-16	   0.9157	   0.8089	   0.9888	1810220.6
   103.73	 2CXO J174538.5-285846	 17 45 38.55	-28 58 46.28	359.96556	 -0.02678	     0.73	     0.73	      0.0	     7.79	                TRUE	 TRUE	FALSE	1.458e-15	6.883e-16	2.227e-15	         	         	         	2234383.0
   103.74	 2CXO J174532.8-290110	 17 45 32.81	-29 01 10.30	359.92052	 -0.02979	     0.73	     0.73	      0.0	    53.50	                TRUE	 TRUE	 TRUE	2.848e-15	1.424e-15	4.213e-15	         	         	         	1747523.4
   103.75	 2CXO J174543.4-290201	 17 45 43.46	-29 02 01.71	359.92854	 -0.07033	     0.76	     0.75	    177.8	     8.71	                TRUE	FALSE	FALSE	9.760e-16	7.320e-16	1.206e-15	   0.9257	   0.8451	   0.9838	1709082.0
   103.84	 2CXO J174539.9-285844	 17 45 40.00	-28 58 44.31	359.96878	 -0.03100	     0.76	     0.75	     93.1	     8.35	                TRUE	FALSE	FALSE	4.586e-16	2.910e-16	6.262e-16	   0.9994	   0.8251	   1.0000	2090318.1
   103.87	 2CXO J174532.2-290049	 17 45 32.28	-29 00 49.07	359.92455	 -0.02507	     0.74	     0.73	     54.0	    15.74	                TRUE	FALSE	FALSE	9.122e-16	6.903e-16	1.122e-15	   0.9994	   0.9001	   1.0000	1728051.2
   103.87	 2CXO J174547.3-290107	 17 45 47.37	-29 01 07.29	359.94888	 -0.07464	     0.74	     0.73	    140.2	    11.70	                TRUE	FALSE	FALSE	1.071e-15	8.313e-16	1.310e-15	   0.9994	   0.9051	   1.0000	1759636.8
   103.91	 2CXO J174532.1-290032	 17 45 32.12	-29 00 32.19	359.92825	 -0.02213	     0.72	     0.72	     43.4	    12.03	                TRUE	 TRUE	FALSE	6.361e-16	0.000e+00	1.327e-15	   0.9994	   0.1393	   1.0000	1728051.2
   103.94	 2CXO J174532.1-290019	 17 45 32.14	-29 00 19.32	359.93134	 -0.02033	     0.74	     0.74	     48.6	     9.29	                TRUE	 TRUE	FALSE	9.029e-16	3.210e-16	1.465e-15	         	         	         	1747557.7
   104.35	 2CXO J174539.0-290211	 17 45 39.08	-29 02 11.74	359.91785	 -0.05816	     0.75	     0.74	    173.2	    30.47	                TRUE	FALSE	FALSE	4.449e-16	2.854e-16	6.044e-16	   0.9994	   0.9113	   1.0000	2063723.9
   104.61	 2CXO J174532.2-290008	 17 45 32.21	-29 00 08.48	359.93403	 -0.01895	     0.77	     0.74	    173.8	     8.81	                TRUE	FALSE	FALSE	7.170e-16	5.426e-16	8.817e-16	   0.9994	   0.8713	   1.0000	1751565.6
   104.68	 2CXO J174532.7-290109	 17 45 32.71	-29 01 09.47	359.92052	 -0.02934	     0.73	     0.72	     93.3	    48.62	                TRUE	 TRUE	FALSE	2.905e-15	1.867e-15	3.942e-15	         	         	         	1747523.4
   104.68	 2CXO J174544.3-290156	 17 45 44.31	-29 01 56.58	359.93137	 -0.07224	     0.74	     0.73	    125.3	    15.99	                TRUE	FALSE	FALSE	1.038e-14	9.795e-15	1.096e-14	   0.9994	   0.9875	   1.0000	1709082.0
   104.79	 2CXO J174532.2-290053	 17 45 32.29	-29 00 53.59	359.92349	 -0.02574	     0.84	     0.84	      0.0	    17.57	                TRUE	 TRUE	FALSE	1.632e-15	1.348e-15	1.898e-15	   0.9994	   0.9413	   1.0000	1571916.1
   104.97	 2CXO J174538.5-285844	 17 45 38.59	-28 58 44.91	359.96597	 -0.02672	     0.72	     0.72	      0.0	     7.60	                TRUE	 TRUE	FALSE	1.769e-15	9.909e-16	2.513e-15	         	         	         	2234383.0
   104.99	 2CXO J174543.8-285855	 17 45 43.87	-28 58 55.99	359.97337	 -0.04475	     0.75	     0.74	     92.4	    17.34	                TRUE	FALSE	 TRUE	5.247e-16	3.014e-16	7.480e-16	   0.9994	   0.8863	   1.0000	1809122.8
   105.00	 2CXO J174532.8-290113	 17 45 32.80	-29 01 13.07	359.91985	 -0.03016	     0.92	     0.84	     29.4	    55.56	                TRUE	 TRUE	 TRUE	9.019e-16	3.183e-16	1.486e-15	         	         	         	1709557.0
   105.17	 2CXO J174546.9-290122	 17 45 46.90	-29 01 22.53	359.94436	 -0.07537	     0.76	     0.74	    122.5	    12.03	                TRUE	FALSE	FALSE	9.952e-16	7.498e-16	1.227e-15	   0.9282	   0.8451	   0.9863	1709082.0
   105.23	 2CXO J174546.7-290126	 17 45 46.73	-29 01 26.10	359.94320	 -0.07537	     0.77	     0.74	    142.4	     9.57	                TRUE	FALSE	FALSE	9.311e-16	7.201e-16	1.142e-15	   0.9994	   0.8938	   1.0000	1709082.0
   105.28	 2CXO J174535.5-285900	 17 45 35.58	-28 59 00.59	359.95653	 -0.01963	     0.73	     0.71	      3.0	    11.78	                TRUE	 TRUE	FALSE	3.298e-15	2.328e-15	4.219e-15	         	         	         	1789048.9
   105.35	 2CXO J174536.5-290202	 17 45 36.50	-29 02 02.74	359.91510	 -0.04885	     0.72	     0.72	     86.3	   185.57	                TRUE	 TRUE	FALSE	2.087e-15	1.714e-15	2.460e-15	   0.9107	   0.8488	   0.9638	1810220.6
   105.40	 2CXO J174532.0-290012	 17 45 32.09	-29 00 12.34	359.93290	 -0.01917	     0.73	     0.72	    159.5	     8.70	                TRUE	FALSE	FALSE	1.310e-15	1.064e-15	1.557e-15	   0.9994	   0.9101	   1.0000	1751565.6
   105.60	 2CXO J174533.5-290130	 17 45 33.56	-29 01 30.85	359.91707	 -0.03509	     0.74	     0.73	     14.1	   120.15	                TRUE	 TRUE	FALSE	9.016e-16	2.791e-16	1.503e-15	   0.9994	   0.3979	   1.0000	1747520.3
   105.65	 2CXO J174538.1-285845	 17 45 38.13	-28 58 45.51	359.96495	 -0.02537	     0.74	     0.73	    112.4	     6.07	                TRUE	FALSE	FALSE	6.854e-16	5.187e-16	8.428e-16	   0.9994	   0.9176	   1.0000	2152632.2
   105.87	 2CXO J174540.6-285842	 17 45 40.66	-28 58 42.59	359.97045	 -0.03283	     1.47	     1.11	     29.1	     8.55	                TRUE	FALSE	FALSE	3.922e-16	2.489e-16	5.354e-16	   0.9994	   0.8651	   1.0000	2004214.0
   106.23	 2CXO J174532.1-290054	 17 45 32.19	-29 00 54.49	359.92310	 -0.02558	     0.72	     0.72	      0.0	    24.53	                TRUE	 TRUE	FALSE	3.778e-15	3.338e-15	4.189e-15	   0.9694	   0.9375	   0.9925	1591416.2
   106.28	 2CXO J174532.2-285958	 17 45 32.26	-28 59 58.31	359.93655	 -0.01766	     0.73	     0.73	     91.6	    14.66	                TRUE	FALSE	FALSE	2.235e-15	1.939e-15	2.511e-15	   0.9994	   0.9663	   1.0000	1789763.7
   106.40	 2CXO J174537.6-290209	 17 45 37.65	-29 02 09.82	359.91559	 -0.05344	     0.73	     0.72	    160.6	   103.34	                TRUE	FALSE	FALSE	6.070e-16	4.210e-16	7.930e-16	   0.9994	   0.9113	   1.0000	1885896.4
   106.47	 2CXO J174547.3-285942	 17 45 47.36	-28 59 42.17	359.96903	 -0.06228	     0.72	     0.71	     88.4	    24.49	                TRUE	FALSE	FALSE	9.298e-15	8.647e-15	9.907e-15	   0.9994	   0.9863	   1.0000	1846622.2
   106.50	 2CXO J174531.9-290021	 17 45 31.93	-29 00 21.90	359.93033	 -0.02005	     0.73	     0.72	    178.6	     8.50	                TRUE	 TRUE	FALSE	2.026e-15	1.476e-15	2.548e-15	   0.9994	   0.8601	   1.0000	1747557.7
   106.61	 2CXO J174535.2-290154	 17 45 35.24	-29 01 54.21	359.91472	 -0.04370	     0.73	     0.72	     44.3	     6.41	                TRUE	FALSE	 TRUE	1.918e-15	1.616e-15	2.200e-15	   0.9507	   0.9038	   0.9875	1708124.9
   106.63	 2CXO J174532.1-290051	 17 45 32.11	-29 00 51.84	359.92357	 -0.02494	     1.64	     1.64	      0.0	    15.85	                TRUE	FALSE	FALSE	8.988e-16	7.029e-16	1.083e-15	   0.9044	   0.8201	   0.9650	1571916.1
   106.76	 2CXO J174532.9-285935	 17 45 32.95	-28 59 35.69	359.94322	 -0.01652	     0.74	     0.73	     79.6	    18.13	                TRUE	 TRUE	 TRUE	6.564e-16	3.829e-16	9.299e-16	   0.9994	   0.7789	   1.0000	1750361.7
   106.89	 2CXO J174532.8-290117	 17 45 32.81	-29 01 17.39	359.91883	 -0.03079	     0.89	     0.78	    150.4	    58.62	                TRUE	 TRUE	 TRUE	5.262e-16	0.000e+00	1.052e-15	         	         	         	1531687.9
   106.95	 2CXO J174534.8-290150	 17 45 34.88	-29 01 50.95	359.91481	 -0.04209	     0.73	     0.72	     35.7	     6.56	                TRUE	FALSE	 TRUE	2.389e-15	2.046e-15	2.709e-15	   0.9119	   0.8538	   0.9625	1708124.9
   107.18	 2CXO J174546.8-285928	 17 45 46.82	-28 59 28.34	359.97129	 -0.05860	     0.75	     0.73	     97.0	    17.87	                TRUE	FALSE	 TRUE	2.349e-15	1.991e-15	2.684e-15	   0.9544	   0.9038	   0.9900	1807220.5
   107.19	 2CXO J174545.0-285903	 17 45 45.02	-28 59 03.19	359.97384	 -0.04936	     0.76	     0.74	    117.3	    17.11	                TRUE	FALSE	 TRUE	7.842e-16	4.505e-16	1.118e-15	   0.9994	   0.9563	   1.0000	1725258.7
   107.38	 2CXO J174531.8-290038	 17 45 31.89	-29 00 38.98	359.92621	 -0.02240	     0.72	     0.71	     89.7	     9.62	                TRUE	 TRUE	FALSE	4.698e-15	4.244e-15	5.121e-15	   0.9994	   0.9738	   1.0000	1571916.1
   107.44	 2CXO J174532.5-290112	 17 45 32.57	-29 01 12.18	359.91961	 -0.02930	     0.73	     0.73	      0.0	    45.65	                TRUE	FALSE	 TRUE	4.710e-16	2.662e-16	6.758e-16	   0.9994	   0.8151	   1.0000	1709557.0
   107.77	 2CXO J174535.2-285900	 17 45 35.24	-28 59 00.70	359.95586	 -0.01857	     0.73	     0.73	     74.4	    11.26	                TRUE	 TRUE	FALSE	8.728e-16	2.586e-16	1.455e-15	         	         	         	1770849.7
   108.37	 2CXO J174532.0-290056	 17 45 32.06	-29 00 56.26	359.92242	 -0.02541	     0.72	     0.72	      0.0	    16.65	                TRUE	 TRUE	FALSE	1.199e-15	9.381e-16	1.461e-15	   0.9994	   0.9313	   1.0000	1591416.2
   108.46	 2CXO J174532.1-290059	 17 45 32.13	-29 00 59.64	359.92175	 -0.02611	     1.01	     0.90	    100.1	    23.33	                TRUE	FALSE	FALSE	5.709e-16	3.582e-16	7.836e-16	   0.9007	   0.7876	   0.9775	1747551.3
   108.51	 2CXO J174538.0-285842	 17 45 38.08	-28 58 42.72	359.96552	 -0.02482	     0.74	     0.74	     37.1	     5.87	                TRUE	FALSE	FALSE	1.229e-15	1.012e-15	1.431e-15	   0.9057	   0.8351	   0.9613	2129112.6
   108.60	 2CXO J174531.8-290016	 17 45 31.80	-29 00 16.90	359.93127	 -0.01892	     0.80	     0.73	    170.7	     7.74	                TRUE	FALSE	FALSE	2.067e-15	1.783e-15	2.331e-15	   0.9994	   0.9588	   1.0000	1751565.6
   108.99	 2CXO J174532.6-290118	 17 45 32.68	-29 01 18.83	359.91825	 -0.03062	     0.71	     0.71	      4.0	    54.70	                TRUE	 TRUE	 TRUE	2.996e-14	2.715e-14	3.259e-14	         	         	         	1531687.9
   109.00	 2CXO J174533.7-290138	 17 45 33.71	-29 01 38.77	359.91547	 -0.03669	     0.72	     0.72	      0.0	   125.64	                TRUE	 TRUE	 TRUE	2.385e-15	1.312e-15	3.458e-15	         	         	         	1591385.2
   109.10	 2CXO J174531.9-290054	 17 45 31.97	-29 00 54.57	359.92265	 -0.02489	     0.71	     0.71	      0.0	    14.11	                TRUE	 TRUE	 TRUE	4.047e-15	3.418e-15	4.677e-15	   0.9207	   0.8613	   0.9688	1591416.2
   109.14	 2CXO J174533.3-290132	 17 45 33.33	-29 01 32.71	359.91619	 -0.03464	     0.75	     0.74	    171.5	   105.29	                TRUE	 TRUE	FALSE	3.267e-16	0.000e+00	8.303e-16	   0.9994	   0.1693	   1.0000	1747520.3
   109.20	 2CXO J174537.3-290211	 17 45 37.39	-29 02 11.68	359.91466	 -0.05291	     0.77	     0.74	    175.2	   118.52	                TRUE	FALSE	FALSE	7.098e-16	5.273e-16	8.923e-16	   0.9419	   0.8738	   0.9900	1840463.4
   109.21	 2CXO J174532.7-290121	 17 45 32.76	-29 01 21.07	359.91786	 -0.03117	     0.74	     0.74	      0.0	    58.71	                TRUE	 TRUE	 TRUE	6.173e-16	0.000e+00	1.264e-15	   0.9994	   0.5953	   1.0000	1531687.8
   109.22	 2CXO J174537.7-285843	 17 45 37.75	-28 58 43.15	359.96478	 -0.02384	     0.73	     0.73	      0.0	     6.01	                TRUE	FALSE	FALSE	5.959e-16	4.490e-16	7.347e-16	   0.9994	   0.8926	   1.0000	2129112.6
   109.35	 2CXO J174531.7-290038	 17 45 31.74	-29 00 38.67	359.92599	 -0.02188	     0.72	     0.72	      0.0	     8.54	                TRUE	 TRUE	FALSE	1.351e-15	1.107e-15	1.596e-15	   0.9994	   0.9138	   1.0000	1571916.1
   109.45	 2CXO J174542.5-290212	 17 45 42.59	-29 02 12.35	359.92438	 -0.06919	     0.74	     0.73	    148.1	     5.70	                TRUE	 TRUE	FALSE	1.207e-15	8.878e-16	1.527e-15	   0.9994	   0.9225	   1.0000	1752496.9
   109.56	 2CXO J174542.2-285842	 17 45 42.25	-28 58 42.50	359.97348	 -0.03774	     0.75	     0.73	     28.5	    11.62	                TRUE	FALSE	FALSE	9.931e-16	6.437e-16	1.324e-15	   0.9994	   0.9038	   1.0000	1828620.5
   109.56	 2CXO J174535.1-285859	 17 45 35.18	-28 58 59.01	359.95615	 -0.01816	     0.75	     0.73	     82.9	    10.82	                TRUE	 TRUE	FALSE	2.469e-15	1.605e-15	3.292e-15	         	         	         	1770849.7
   109.61	 2CXO J174536.7-285847	 17 45 36.72	-28 58 47.57	359.96178	 -0.02127	     0.75	     0.73	    106.6	     9.85	                TRUE	 TRUE	FALSE	2.250e-15	1.454e-15	3.011e-15	         	         	         	2002306.6
   109.70	 2CXO J174534.4-285906	 17 45 34.44	-28 59 06.69	359.95291	 -0.01695	     0.73	     0.73	    177.5	    14.07	                TRUE	 TRUE	 TRUE	1.708e-15	1.396e-15	2.021e-15	   0.9994	   0.9575	   1.0000	1751340.2
   109.90	 2CXO J174538.3-290215	 17 45 38.37	-29 02 15.84	359.91553	 -0.05656	     0.75	     0.74	    119.8	    53.65	                TRUE	FALSE	FALSE	4.735e-16	2.802e-16	6.570e-16	   0.9994	   0.8289	   1.0000	2018042.6
   109.98	 2CXO J174532.0-285953	 17 45 32.07	-28 59 53.77	359.93727	 -0.01642	     0.74	     0.73	     62.9	    14.77	                TRUE	FALSE	FALSE	1.297e-15	1.053e-15	1.541e-15	   0.9994	   0.9600	   1.0000	1789760.6
   109.99	 2CXO J174542.5-285843	 17 45 42.51	-28 58 43.04	359.97384	 -0.03863	     0.75	     0.73	     51.4	    13.56	                TRUE	FALSE	FALSE	1.339e-15	1.084e-15	1.594e-15	   0.9582	   0.9101	   0.9938	1828620.5
   110.11	 2CXO J174536.0-285851	 17 45 36.08	-28 58 51.06	359.95974	 -0.01979	     0.73	     0.73	      0.0	    10.50	                TRUE	 TRUE	FALSE	1.259e-15	9.881e-16	1.514e-15	   0.9994	   0.9450	   1.0000	1880523.9
   110.26	 2CXO J174543.5-285848	 17 45 43.59	-28 58 48.19	359.97467	 -0.04273	     0.73	     0.73	     60.6	    15.05	                TRUE	 TRUE	 TRUE	9.522e-16	2.241e-16	1.680e-15	   0.9994	   0.4978	   1.0000	1809123.0
   110.29	 2CXO J174541.1-285838	 17 45 41.11	-28 58 38.76	359.97220	 -0.03365	     0.73	     0.73	     26.2	     8.11	                TRUE	FALSE	FALSE	9.382e-16	2.346e-16	1.608e-15	   0.9994	   0.5041	   1.0000	1954815.2
   110.31	 2CXO J174539.7-285837	 17 45 39.70	-28 58 37.93	359.96973	 -0.02916	     0.76	     0.73	     16.2	     7.53	                TRUE	 TRUE	FALSE	1.232e-15	5.202e-16	1.944e-15	         	         	         	2062118.8
   110.42	 2CXO J174538.6-285839	 17 45 38.67	-28 58 39.20	359.96747	 -0.02613	     0.77	     0.74	     43.5	     8.56	                TRUE	FALSE	FALSE	2.346e-15	2.088e-15	2.587e-15	   0.9994	   0.9550	   1.0000	2210863.4
   110.47	 2CXO J174542.4-290213	 17 45 42.50	-29 02 13.81	359.92385	 -0.06910	     0.73	     0.73	     16.3	     5.71	                TRUE	 TRUE	FALSE	1.505e-15	1.173e-15	1.838e-15	   0.9994	   0.9250	   1.0000	1752496.9
   110.55	 2CXO J174548.3-290046	 17 45 48.35	-29 00 46.53	359.95565	 -0.07467	     0.77	     0.73	     76.4	    10.21	                TRUE	FALSE	FALSE	1.215e-15	9.872e-16	1.443e-15	   0.9994	   0.9650	   1.0000	1788890.0
   110.58	 2CXO J174538.7-290217	 17 45 38.76	-29 02 17.45	359.91589	 -0.05800	     0.83	     0.76	    120.0	    30.14	                TRUE	FALSE	FALSE	1.122e-15	8.713e-16	1.373e-15	   0.9994	   0.9625	   1.0000	1972632.5
   110.80	 2CXO J174548.4-290042	 17 45 48.41	-29 00 42.86	359.95664	 -0.07433	     0.76	     0.75	     64.2	    10.50	                TRUE	FALSE	FALSE	9.969e-16	7.739e-16	1.220e-15	   0.9994	   0.9363	   1.0000	1788886.9
   110.82	 2CXO J174533.6-290140	 17 45 33.62	-29 01 40.18	359.91497	 -0.03662	     0.79	     0.72	     22.6	   120.74	                TRUE	 TRUE	 TRUE	7.639e-15	6.206e-15	9.071e-15	         	         	         	1591385.2
   110.92	 2CXO J174548.3-290008	 17 45 48.37	-29 00 08.98	359.96459	 -0.06929	     0.74	     0.73	     76.5	    14.22	                TRUE	FALSE	FALSE	1.484e-15	1.219e-15	1.731e-15	   0.9994	   0.9500	   1.0000	1788917.8
   110.96	 2CXO J174544.5-290202	 17 45 44.52	-29 02 02.29	359.93041	 -0.07371	     0.74	     0.73	    129.1	     4.70	                TRUE	FALSE	FALSE	1.541e-15	1.244e-15	1.837e-15	   0.9994	   0.8851	   1.0000	1709082.0
   110.96	 2CXO J174531.8-290000	 17 45 31.85	-29 00 00.22	359.93532	 -0.01666	     0.72	     0.72	     86.3	     8.40	                TRUE	FALSE	FALSE	2.952e-15	2.622e-15	3.260e-15	   0.9994	   0.9463	   1.0000	1751565.6
   110.98	 2CXO J174543.4-290209	 17 45 43.40	-29 02 09.97	359.92648	 -0.07136	     0.72	     0.72	      0.0	     7.63	                TRUE	 TRUE	FALSE	4.147e-15	3.005e-15	5.289e-15	         	         	         	1709082.0
   111.03	 2CXO J174538.0-285840	 17 45 38.04	-28 58 40.24	359.96604	 -0.02434	     0.72	     0.72	     16.0	     5.79	                TRUE	FALSE	FALSE	9.945e-16	8.148e-16	1.174e-15	   0.9994	   0.9088	   1.0000	2129112.6
   111.20	 2CXO J174541.7-285839	 17 45 41.72	-28 58 39.18	359.97328	 -0.03564	     0.72	     0.72	      0.0	     9.30	                TRUE	 TRUE	FALSE	3.036e-15	1.956e-15	4.117e-15	         	         	         	1753260.7
   111.32	 2CXO J174533.4-290138	 17 45 33.47	-29 01 38.58	359.91506	 -0.03591	     0.72	     0.72	      0.0	   111.24	                TRUE	 TRUE	 TRUE	4.464e-15	3.224e-15	5.642e-15	         	         	         	1591385.2
   111.46	 2CXO J174541.8-285839	 17 45 41.87	-28 58 39.32	359.97352	 -0.03611	     0.73	     0.73	      0.0	     9.60	                TRUE	 TRUE	FALSE	1.337e-15	5.060e-16	2.132e-15	   0.9994	   0.5228	   1.0000	1753260.7
   111.46	 2CXO J174546.2-285912	 17 45 46.27	-28 59 12.42	359.97402	 -0.05460	     0.76	     0.74	     31.2	    18.97	                TRUE	FALSE	 TRUE	2.296e-15	1.926e-15	2.641e-15	   0.9307	   0.8676	   0.9800	1808196.0
   111.50	 2CXO J174533.2-290135	 17 45 33.28	-29 01 35.78	359.91537	 -0.03493	     0.73	     0.73	      0.0	   103.12	                TRUE	 TRUE	FALSE	1.621e-15	7.046e-16	2.537e-15	         	         	         	1747520.3
   111.55	 2CXO J174531.5-290021	 17 45 31.55	-29 00 21.72	359.92964	 -0.01883	     0.75	     0.73	    165.3	     7.68	                TRUE	FALSE	FALSE	2.455e-15	2.135e-15	2.754e-15	   0.9244	   0.8676	   0.9738	1747557.7
   111.55	 2CXO J174537.8-290216	 17 45 37.88	-29 02 16.06	359.91456	 -0.05508	     0.81	     0.76	     37.1	    77.29	                TRUE	FALSE	FALSE	5.050e-16	3.240e-16	6.861e-16	   0.9019	   0.7951	   0.9775	1930852.3
   111.59	 2CXO J174533.3-285919	 17 45 33.33	-28 59 19.58	359.94775	 -0.01536	     0.73	     0.72	    140.3	    16.13	                TRUE	 TRUE	 TRUE	2.426e-15	2.030e-15	2.795e-15	   0.9994	   0.9588	   1.0000	1583117.6
