#Column	separation	(F9.2)	Distance from master source to user source	(.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	gal_l	(F9.5)	Source position, Galactic longitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_l)	["deg"]	[pos.galactic.lon]
#Column	gal_b	(F9.5)	Source position, Galactic latitude (equinox J2000.0, epoch J2000.0)	(master_source.gal_b)	["deg"]	[pos.galactic.lat]
#Column	err_ellipse_r0	(F9.2)	Major radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r0)	["arcsec"]	[]
#Column	err_ellipse_r1	(F9.2)	Minor radius of the 95% confidence level position error ellipse	(master_source.err_ellipse_r1)	["arcsec"]	[]
#Column	err_ellipse_ang	(F9.1)	Position angle (ref. local true north) of the major axis of the 95% confidence level error ellipse	(master_source.err_ellipse_ang)	["deg"]	[]
#Column	significance	(F9.2)	Highest flux significance (S/N) across all stacked observations and energy bands	(master_source.significance)	[""]	[]
#Column	likelihood_class	(A20)	Highest detection likelihood classification across all stacked observations and energy bands	(master_source.likelihood_class)	[""]	[]
#Column	conf_flag	(A5)	Source may be confused (source regions overlap in one or more contributing stacked observations)	(master_source.conf_flag)	[""]	[]
#Column	extent_flag	(A5)	Source is extended, or deconvolved source extent is inconsistent with a point source at the 90% confidence level in one or more observations and energy bands	(master_source.extent_flag)	[""]	[]
#Column	flux_aper_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_lolim_h)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_h	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS hard (2.0-7.0 keV) energy band	(master_source.flux_aper_hilim_h)	["erg/s/cm^2"]	[]
#Column	hard_hm	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio	(master_source.hard_hm)	[""]	[]
#Column	hard_hm_lolim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% lower confidence limit)	(master_source.hard_hm_lolim)	[""]	[]
#Column	hard_hm_hilim	(F9.4)	ACIS hard (2.0-7.0 keV) - medium (1.2-2.0 keV) energy band photon flux hardness ratio (68% upper confidence limit)	(master_source.hard_hm_hilim)	[""]	[]
#Column	acis_time	(F9.1)	Total livetime for all ACIS imaging observations contributing to the Master Sources Table record of the source	(master_source.acis_time)	["s"]	[]
separation	name	ra	dec	gal_l	gal_b	err_ellipse_r0	err_ellipse_r1	err_ellipse_ang	significance	likelihood_class	conf_flag	extent_flag	flux_aper_h	flux_aper_lolim_h	flux_aper_hilim_h	hard_hm	hard_hm_lolim	hard_hm_hilim	acis_time
   185.56	 2CXO J174526.9-290137	 17 45 26.91	-29 01 37.32	359.90291	 -0.01535	     0.76	     0.75	     86.4	     5.92	                TRUE	 TRUE	FALSE	1.385e-15	5.937e-16	2.177e-15	         	         	         	1747526.5
   185.61	 2CXO J174554.1-290045	 17 45 54.13	-29 00 45.10	359.96695	 -0.09244	     0.74	     0.73	     31.6	     6.67	                TRUE	FALSE	FALSE	1.814e-15	1.543e-15	2.067e-15	   0.9994	   0.9475	   1.0000	1791700.9
   185.73	 2CXO J174548.0-290301	 17 45 48.03	-29 03 01.44	359.92306	 -0.09320	     0.83	     0.77	    132.4	     3.94	                TRUE	FALSE	FALSE	9.767e-16	7.255e-16	1.228e-15	   0.9994	   0.9026	   1.0000	1709082.0
   185.82	 2CXO J174535.3-285732	 17 45 35.40	-28 57 32.58	359.97705	 -0.00632	     0.86	     0.81	    113.9	     4.49	                TRUE	 TRUE	FALSE	2.067e-15	8.367e-16	3.298e-15	         	         	         	1898857.3
   186.04	 2CXO J174534.3-285737	 17 45 34.39	-28 57 37.50	359.97397	 -0.00390	     0.74	     0.73	     13.2	     6.50	                TRUE	FALSE	FALSE	2.839e-15	2.361e-15	3.318e-15	   0.9994	   0.9113	   1.0000	1827929.2
   186.09	 2CXO J174553.9-290107	 17 45 53.91	-29 01 07.31	359.96126	 -0.09497	     0.81	     0.75	    104.2	     3.19	                TRUE	 TRUE	FALSE	1.560e-15	7.966e-16	2.290e-15	   0.9994	   0.6952	   1.0000	1730031.1
   186.21	 2CXO J174527.9-290205	 17 45 27.92	-29 02 05.08	359.89824	 -0.02250	     0.74	     0.74	      0.0	     8.79	                TRUE	 TRUE	FALSE	1.731e-15	1.446e-15	2.016e-15	   0.9432	   0.9013	   0.9750	1553418.8
   186.42	 2CXO J174554.1-290007	 17 45 54.16	-29 00 07.33	359.97597	 -0.08708	     0.83	     0.76	     83.5	     4.94	                TRUE	 TRUE	FALSE	4.979e-16	2.543e-16	7.310e-16	   0.9994	   0.8151	   1.0000	1791741.1
   186.42	 2CXO J174525.8-290015	 17 45 25.86	-29 00 15.54	359.92030	 -0.00024	     0.73	     0.73	    179.2	    11.55	                TRUE	 TRUE	FALSE	4.540e-15	4.158e-15	4.923e-15	   0.9719	   0.9488	   0.9913	1751565.6
   186.70	 2CXO J174538.9-285721	 17 45 38.97	-28 57 21.97	359.98636	 -0.01590	     0.72	     0.71	     13.4	    13.72	                TRUE	FALSE	FALSE	6.634e-15	6.175e-15	7.063e-15	   0.9644	   0.9425	   0.9850	1978434.2
   186.91	 2CXO J174530.1-285813	 17 45 30.14	-28 58 13.70	359.95732	  0.00409	     0.72	     0.71	      6.7	    16.13	                TRUE	FALSE	FALSE	8.878e-15	8.340e-15	9.384e-15	   0.9744	   0.9588	   0.9900	1751812.4
   187.03	 2CXO J174527.7-290203	 17 45 27.78	-29 02 03.73	359.89830	 -0.02188	     0.72	     0.72	      0.0	     7.72	                TRUE	 TRUE	FALSE	1.955e-15	1.677e-15	2.214e-15	   0.9781	   0.9550	   0.9938	1553418.8
   187.16	 2CXO J174527.7-285853	 17 45 27.74	-28 58 53.26	359.94338	  0.00582	     0.77	     0.77	      0.0	    12.80	                TRUE	FALSE	FALSE	1.663e-15	1.395e-15	1.913e-15	   0.9994	   0.9250	   1.0000	1778663.7
   187.35	 2CXO J174533.4-290314	 17 45 33.43	-29 03 14.29	359.89231	 -0.04967	     0.74	     0.73	    178.8	     9.22	                TRUE	FALSE	FALSE	2.548e-15	2.252e-15	2.824e-15	   0.9994	   0.9563	   1.0000	1747520.3
   187.40	 2CXO J174550.6-290233	 17 45 50.69	-29 02 33.10	359.93481	 -0.09736	     0.76	     0.75	    153.8	     6.19	                TRUE	 TRUE	 TRUE	1.305e-15	1.009e-15	1.601e-15	   0.9182	   0.8426	   0.9788	1684536.2
   187.56	 2CXO J174525.8-290002	 17 45 25.87	-29 00 02.85	359.92333	  0.00156	     0.74	     0.72	     98.8	     8.88	                TRUE	FALSE	FALSE	2.683e-15	2.373e-15	2.973e-15	   0.9694	   0.9350	   0.9938	1751565.6
   187.58	 2CXO J174525.8-290008	 17 45 25.82	-29 00 08.12	359.92198	  0.00096	     0.78	     0.75	      2.9	     5.25	                TRUE	FALSE	FALSE	1.095e-15	8.789e-16	1.312e-15	   0.9994	   0.9288	   1.0000	1751565.6
   187.59	 2CXO J174550.5-285821	 17 45 50.58	-28 58 21.42	359.99430	 -0.06062	     0.81	     0.80	     13.2	     5.25	                TRUE	FALSE	FALSE	1.420e-15	1.153e-15	1.688e-15	   0.9432	   0.8738	   0.9900	1800122.7
   187.63	 2CXO J174530.2-290245	 17 45 30.28	-29 02 45.42	359.89318	 -0.03570	     0.76	     0.76	      0.0	     5.69	                TRUE	 TRUE	FALSE	5.402e-16	7.717e-17	1.003e-15	         	         	         	1747520.3
   187.97	 2CXO J174549.1-285802	 17 45 49.10	-28 58 02.61	359.99596	 -0.05331	     0.81	     0.78	     56.0	     4.53	                TRUE	FALSE	FALSE	6.111e-16	3.920e-16	8.302e-16	   0.9007	   0.8001	   0.9738	1807229.8
   188.54	 2CXO J174552.4-290202	 17 45 52.47	-29 02 02.82	359.94537	 -0.09852	     0.87	     0.79	    120.4	     5.58	                TRUE	FALSE	FALSE	5.781e-16	3.469e-16	7.978e-16	   0.9994	   0.9250	   1.0000	1713388.0
   188.56	 2CXO J174531.7-285754	 17 45 31.73	-28 57 54.32	359.96493	  0.00196	     0.82	     0.79	    129.7	     4.35	                TRUE	FALSE	FALSE	6.581e-16	4.786e-16	8.375e-16	   0.9994	   0.8751	   1.0000	1751812.4
   188.83	 2CXO J174547.9-290305	 17 45 47.97	-29 03 05.74	359.92192	 -0.09363	     0.72	     0.72	    153.8	    12.52	                TRUE	FALSE	FALSE	7.276e-15	6.572e-15	7.933e-15	   0.9719	   0.9425	   0.9913	1709082.0
   189.41	 2CXO J174553.6-285924	 17 45 53.64	-28 59 24.64	359.98511	 -0.07929	     0.87	     0.78	     51.5	     3.11	                TRUE	FALSE	FALSE	1.084e-15	7.972e-16	1.371e-15	   0.9994	   0.8638	   1.0000	1802174.8
   189.59	 2CXO J174525.9-290111	 17 45 25.97	-29 01 11.54	359.90723	 -0.00869	     0.79	     0.75	    175.5	     5.12	                TRUE	FALSE	FALSE	1.093e-15	8.685e-16	1.303e-15	   0.9994	   0.9225	   1.0000	1747548.2
   189.60	 2CXO J174525.5-290028	 17 45 25.58	-29 00 28.73	359.91665	 -0.00130	     0.71	     0.71	     89.4	    32.26	                TRUE	 TRUE	FALSE	3.744e-14	3.586e-14	3.892e-14	   0.9994	   0.9950	   1.0000	1546349.1
   189.62	 2CXO J174525.7-290059	 17 45 25.79	-29 00 59.78	359.90967	 -0.00642	     0.72	     0.72	    172.5	    12.48	                TRUE	FALSE	FALSE	6.490e-15	5.868e-15	7.071e-15	   0.9694	   0.9400	   0.9913	1728051.2
   189.73	 2CXO J174551.2-285827	 17 45 51.20	-28 58 27.58	359.99402	 -0.06346	     0.73	     0.71	     81.9	     9.72	                TRUE	 TRUE	FALSE	4.028e-15	3.607e-15	4.423e-15	   0.9994	   0.9588	   1.0000	1812203.9
   189.91	 2CXO J174547.1-285742	 17 45 47.12	-28 57 42.56	359.99695	 -0.04425	     0.75	     0.72	     72.7	     7.59	                TRUE	FALSE	FALSE	3.135e-15	2.785e-15	3.461e-15	   0.9994	   0.9588	   1.0000	1800122.7
   190.07	 2CXO J174543.9-290331	 17 45 43.95	-29 03 31.17	359.90826	 -0.08480	     1.22	     1.22	      0.0	     4.11	                TRUE	 TRUE	FALSE	5.708e-16	1.019e-16	1.040e-15	         	         	         	1752496.8
   190.12	 2CXO J174527.8-290210	 17 45 27.81	-29 02 10.30	359.89681	 -0.02293	     0.72	     0.72	      0.0	    14.05	                TRUE	FALSE	 TRUE	6.241e-15	5.767e-15	6.683e-15	   0.9631	   0.9425	   0.9838	1591385.2
   190.19	 2CXO J174527.3-285856	 17 45 27.34	-28 58 56.50	359.94184	  0.00662	     0.80	     0.77	     35.8	    10.85	                TRUE	FALSE	FALSE	8.873e-16	6.558e-16	1.119e-15	   0.9994	   0.8888	   1.0000	1778663.7
   190.19	 2CXO J174547.7-290309	 17 45 47.75	-29 03 09.25	359.92066	 -0.09344	     0.75	     0.75	      0.0	     3.63	                TRUE	 TRUE	FALSE	7.912e-16	1.582e-16	1.424e-15	         	         	         	1709082.0
   190.26	 2CXO J174534.0-290321	 17 45 34.09	-29 03 21.68	359.89180	 -0.05278	     0.79	     0.78	    174.7	     4.17	                TRUE	FALSE	FALSE	4.906e-16	3.180e-16	6.632e-16	   0.9207	   0.8326	   0.9850	1742542.5
   190.27	 2CXO J174546.4-290318	 17 45 46.47	-29 03 18.71	359.91599	 -0.09083	     0.76	     0.74	     94.0	     7.95	                TRUE	 TRUE	FALSE	4.629e-15	3.272e-15	5.906e-15	         	         	         	1709082.0
   190.48	 2CXO J174547.4-290312	 17 45 47.42	-29 03 12.15	359.91936	 -0.09286	     0.78	     0.74	    114.6	     4.72	                TRUE	 TRUE	FALSE	6.732e-16	1.282e-16	1.218e-15	         	         	         	1709082.0
   190.50	 2CXO J174546.7-285739	 17 45 46.77	-28 57 39.34	359.99704	 -0.04267	     0.77	     0.77	      0.0	     6.72	                TRUE	FALSE	FALSE	1.846e-15	1.557e-15	2.115e-15	   0.9994	   0.9375	   1.0000	1800122.7
   190.78	 2CXO J174532.9-285741	 17 45 32.97	-28 57 41.45	359.97033	 -0.00003	     0.80	     0.78	     79.6	     5.31	                TRUE	FALSE	FALSE	1.013e-15	8.026e-16	1.211e-15	   0.9994	   0.9288	   1.0000	1751809.3
   190.88	 2CXO J174546.3-285736	 17 45 46.38	-28 57 36.36	359.99701	 -0.04103	     0.75	     0.74	     81.9	     4.97	                TRUE	FALSE	FALSE	1.284e-15	1.055e-15	1.514e-15	   0.9994	   0.9225	   1.0000	1800119.6
   191.23	 2CXO J174526.0-285932	 17 45 26.10	-28 59 32.27	359.93101	  0.00529	     0.76	     0.73	     86.6	    10.16	                TRUE	 TRUE	FALSE	2.598e-15	1.793e-15	3.367e-15	         	         	         	1769877.6
   191.51	 2CXO J174531.1-290300	 17 45 31.17	-29 03 00.31	359.89133	 -0.04062	     0.74	     0.74	     88.0	     6.10	                TRUE	 TRUE	FALSE	2.544e-15	1.413e-15	3.628e-15	         	         	         	1747520.3
   191.73	 2CXO J174530.0-290248	 17 45 30.09	-29 02 48.60	359.89205	 -0.03555	     0.82	     0.76	     59.3	     7.21	                TRUE	 TRUE	FALSE	1.716e-15	8.772e-16	2.555e-15	         	         	         	1747520.3
   191.86	 2CXO J174534.9-285728	 17 45 34.92	-28 57 28.44	359.97712	 -0.00422	     0.76	     0.76	      0.0	     4.67	                TRUE	 TRUE	FALSE	8.573e-16	3.026e-16	1.387e-15	   0.9994	   0.4079	   1.0000	1880658.7
   191.97	 2CXO J174543.7-285722	 17 45 43.73	-28 57 22.39	359.99529	 -0.03076	     0.75	     0.75	    125.1	     5.10	                TRUE	 TRUE	FALSE	1.535e-15	1.261e-15	1.790e-15	   0.9994	   0.9200	   1.0000	1847555.5
   192.22	 2CXO J174528.5-290226	 17 45 28.51	-29 02 26.85	359.89421	 -0.02750	     0.78	     0.76	     31.1	     4.11	                TRUE	FALSE	FALSE	5.355e-16	3.169e-16	7.431e-16	   0.9994	   0.8601	   1.0000	1747520.3
   192.23	 2CXO J174551.4-290227	 17 45 51.50	-29 02 27.99	359.93756	 -0.09914	     0.72	     0.71	    121.6	    13.76	                TRUE	FALSE	FALSE	7.264e-15	6.769e-15	7.727e-15	   0.9744	   0.9563	   0.9913	1733283.3
   192.49	 2CXO J174547.7-285744	 17 45 47.70	-28 57 44.02	359.99770	 -0.04626	     0.73	     0.72	     18.3	     9.67	                TRUE	FALSE	FALSE	7.403e-15	6.680e-15	8.078e-15	   0.9082	   0.8613	   0.9525	1800122.7
   192.76	 2CXO J174525.3-290044	 17 45 25.40	-29 00 44.40	359.91258	 -0.00298	     0.80	     0.77	     68.9	     5.19	                TRUE	FALSE	FALSE	1.223e-15	9.967e-16	1.450e-15	   0.9994	   0.9013	   1.0000	1732059.1
   192.81	 2CXO J174546.8-290318	 17 45 46.86	-29 03 18.92	359.91669	 -0.09209	     0.74	     0.73	    144.4	     7.70	                TRUE	FALSE	FALSE	3.207e-15	2.791e-15	3.595e-15	         	         	         	1552946.9
   192.90	 2CXO J174526.2-290134	 17 45 26.23	-29 01 34.56	359.90227	 -0.01284	     0.75	     0.73	    174.5	     7.77	                TRUE	 TRUE	FALSE	3.665e-15	2.547e-15	4.721e-15	         	         	         	1747526.5
   192.96	 2CXO J174542.8-290337	 17 45 42.88	-29 03 37.47	359.90474	 -0.08240	     0.75	     0.73	    151.0	     7.31	                TRUE	 TRUE	FALSE	2.195e-15	1.816e-15	2.548e-15	   0.9369	   0.8763	   0.9813	1752496.8
   193.20	 2CXO J174530.4-290254	 17 45 30.41	-29 02 54.43	359.89129	 -0.03741	     0.78	     0.77	     16.9	     4.97	                TRUE	FALSE	FALSE	9.492e-16	7.396e-16	1.159e-15	   0.9994	   0.8913	   1.0000	1747520.3
   193.29	 2CXO J174546.4-290322	 17 45 46.46	-29 03 22.12	359.91517	 -0.09130	     0.74	     0.74	      0.0	     5.69	                TRUE	 TRUE	FALSE	1.225e-15	4.898e-16	1.929e-15	         	         	         	1552946.9
   193.45	 2CXO J174530.9-290300	 17 45 30.90	-29 03 00.03	359.89088	 -0.03974	     0.82	     0.79	    177.7	     3.40	                TRUE	 TRUE	FALSE	2.023e-15	1.012e-15	2.994e-15	         	         	         	1747520.3
   193.85	 2CXO J174554.5-290105	 17 45 54.54	-29 01 05.47	359.96290	 -0.09667	     0.79	     0.79	      0.0	     5.25	                TRUE	FALSE	FALSE	1.099e-15	8.592e-16	1.338e-15	   0.9994	   0.9350	   1.0000	1736259.3
   193.90	 2CXO J174531.5-290307	 17 45 31.56	-29 03 07.03	359.89048	 -0.04280	     0.72	     0.71	     84.6	    20.33	                TRUE	 TRUE	FALSE	1.247e-14	1.185e-14	1.308e-14	   0.9919	   0.9825	   0.9975	1747520.3
   194.24	 2CXO J174525.2-290024	 17 45 25.23	-29 00 24.29	359.91704	  0.00044	     0.78	     0.76	    154.1	     6.59	                TRUE	 TRUE	FALSE	4.096e-15	3.454e-15	4.739e-15	   0.9994	   0.9650	   1.0000	1702484.2
   194.63	 2CXO J174525.2-290035	 17 45 25.21	-29 00 35.92	359.91424	 -0.00118	     0.71	     0.71	      0.0	    22.42	                TRUE	 TRUE	 TRUE	1.621e-14	1.548e-14	1.688e-14	   0.9994	   0.9938	   1.0000	1595430.5
   194.85	 2CXO J174525.8-285930	 17 45 25.86	-28 59 30.19	359.93105	  0.00633	     0.78	     0.78	      0.0	    10.81	                TRUE	 TRUE	FALSE	2.551e-15	1.631e-15	3.429e-15	         	         	         	1769877.6
   194.88	 2CXO J174534.5-285727	 17 45 34.53	-28 57 27.17	359.97668	 -0.00283	     0.75	     0.73	     81.8	     6.93	                TRUE	 TRUE	FALSE	4.666e-15	3.454e-15	5.878e-15	   0.9069	   0.8014	   0.9838	1880658.7
   194.98	 2CXO J174534.9-290331	 17 45 34.95	-29 03 31.33	359.89114	 -0.05684	     0.81	     0.79	      0.0	     5.47	                TRUE	FALSE	FALSE	1.125e-15	8.912e-16	1.344e-15	   0.9994	   0.8976	   1.0000	1764542.5
   195.12	 2CXO J174552.6-290211	 17 45 52.66	-29 02 11.34	359.94372	 -0.10036	     0.74	     0.73	    135.4	     6.87	                TRUE	FALSE	FALSE	3.218e-15	2.848e-15	3.563e-15	   0.9994	   0.9475	   1.0000	1708276.0
   195.33	 2CXO J174546.4-290324	 17 45 46.41	-29 03 24.67	359.91448	 -0.09153	     0.90	     0.83	      2.5	     4.54	                TRUE	 TRUE	FALSE	9.532e-16	2.566e-16	1.650e-15	         	         	         	1709082.0
   195.43	 2CXO J174548.9-285751	 17 45 48.96	-28 57 51.66	359.99828	 -0.05128	     0.71	     0.71	     67.8	    42.27	                TRUE	FALSE	FALSE	5.771e-14	5.600e-14	5.932e-14	   0.9994	   0.9950	   1.0000	1697305.8
   195.53	 2CXO J174543.1-285716	 17 45 43.14	-28 57 16.91	359.99547	 -0.02815	     0.75	     0.74	     20.6	     7.33	                TRUE	FALSE	FALSE	2.284e-15	1.975e-15	2.572e-15	   0.9482	   0.8951	   0.9863	1847552.6
   195.67	 2CXO J174531.7-285745	 17 45 31.73	-28 57 45.63	359.96699	  0.00320	     1.70	     1.28	     94.4	     4.61	                TRUE	FALSE	FALSE	3.854e-16	2.094e-16	5.529e-16	   0.9994	   0.8264	   1.0000	1751812.4
   195.79	 2CXO J174528.7-290236	 17 45 28.75	-29 02 36.24	359.89243	 -0.02960	     0.80	     0.78	     97.5	     4.85	                TRUE	FALSE	FALSE	1.104e-15	8.573e-16	1.351e-15	   0.9994	   0.9263	   1.0000	1747520.3
   195.96	 2CXO J174549.4-290259	 17 45 49.49	-29 02 59.91	359.92618	 -0.09751	     0.72	     0.72	     83.9	    10.66	                TRUE	FALSE	FALSE	4.148e-15	3.777e-15	4.518e-15	   0.9357	   0.9038	   0.9688	1709082.0
   195.98	 2CXO J174552.1-285834	 17 45 52.19	-28 58 34.21	359.99432	 -0.06749	     0.83	     0.80	     97.0	     3.02	                TRUE	FALSE	FALSE	6.346e-16	3.982e-16	8.710e-16	   0.9994	   0.8014	   1.0000	1808196.0
   196.05	 2CXO J174526.5-285903	 17 45 26.54	-28 59 03.92	359.93858	  0.00800	     0.73	     0.73	     11.7	    10.24	                TRUE	FALSE	FALSE	2.376e-15	1.989e-15	2.737e-15	   0.9394	   0.8751	   0.9850	1789778.8
   196.10	 2CXO J174525.4-285945	 17 45 25.45	-28 59 45.22	359.92671	  0.00542	     0.76	     0.74	     82.9	     6.97	                TRUE	FALSE	FALSE	2.214e-15	1.911e-15	2.497e-15	   0.9994	   0.9475	   1.0000	1731673.3
   196.11	 2CXO J174532.5-290317	 17 45 32.53	-29 03 17.71	359.88977	 -0.04734	     0.79	     0.79	      0.0	     4.00	                TRUE	 TRUE	FALSE	1.462e-15	6.894e-16	2.206e-15	         	         	         	1747520.3
   196.20	 2CXO J174525.9-290133	 17 45 25.94	-29 01 33.75	359.90192	 -0.01182	     0.75	     0.74	     30.4	     6.73	                TRUE	 TRUE	FALSE	4.779e-16	2.276e-17	9.331e-16	         	         	         	1747526.5
   196.53	 2CXO J174525.2-290000	 17 45 25.21	-29 00 00.34	359.92267	  0.00399	     0.84	     0.78	    158.8	     3.05	                TRUE	 TRUE	FALSE	1.187e-15	7.304e-16	1.621e-15	   0.9994	   0.7726	   1.0000	1751565.6
   196.97	 2CXO J174525.0-290043	 17 45 25.07	-29 00 43.02	359.91228	 -0.00175	     0.75	     0.74	    154.3	     5.12	                TRUE	 TRUE	 TRUE	1.073e-15	8.363e-16	1.310e-15	   0.9469	   0.8826	   0.9913	1575924.0
   197.02	 2CXO J174526.8-290202	 17 45 26.86	-29 02 02.64	359.89681	 -0.01885	     0.75	     0.74	     17.2	     6.00	                TRUE	FALSE	FALSE	2.043e-15	1.739e-15	2.326e-15	   0.9419	   0.8851	   0.9838	1747520.3
   197.17	 2CXO J174554.3-285929	 17 45 54.40	-28 59 29.94	359.98529	 -0.08242	     0.85	     0.80	      8.1	     4.53	                TRUE	FALSE	FALSE	1.169e-15	9.139e-16	1.408e-15	   0.9994	   0.9176	   1.0000	1791966.5
   197.30	 2CXO J174533.7-285728	 17 45 33.77	-28 57 28.83	359.97484	 -0.00070	     0.73	     0.73	      0.0	     8.76	                TRUE	 TRUE	FALSE	9.935e-15	8.108e-15	1.176e-14	         	         	         	1827932.4
   197.37	 2CXO J174554.1-290136	 17 45 54.15	-29 01 36.72	359.95475	 -0.09997	     0.75	     0.74	    101.1	     7.85	                TRUE	FALSE	FALSE	3.686e-15	3.190e-15	4.148e-15	   0.9057	   0.8501	   0.9600	1725144.2
   197.81	 2CXO J174532.1-285739	 17 45 32.19	-28 57 39.29	359.96936	  0.00271	     0.80	     0.74	     10.9	     4.34	                TRUE	 TRUE	FALSE	7.455e-16	3.578e-16	1.118e-15	   0.9994	   0.7676	   1.0000	1751812.4
   197.90	 2CXO J174534.5-285723	 17 45 34.57	-28 57 23.71	359.97758	 -0.00246	     1.98	     1.98	      0.0	     4.78	                TRUE	 TRUE	FALSE	1.044e-15	3.728e-16	1.690e-15	   0.9994	   0.5016	   1.0000	1880658.7
   198.05	 2CXO J174549.6-285755	 17 45 49.62	-28 57 55.11	359.99871	 -0.05383	     2.25	     2.25	      0.0	     3.41	                TRUE	FALSE	FALSE	6.274e-16	4.107e-16	8.328e-16	   0.9994	   0.8476	   1.0000	1909797.6
   198.31	 2CXO J174527.2-290214	 17 45 27.28	-29 02 14.57	359.89478	 -0.02189	     0.81	     0.77	     17.7	     3.94	                TRUE	 TRUE	FALSE	8.115e-16	6.141e-16	9.979e-16	   0.9994	   0.9013	   1.0000	1591385.2
   198.47	 2CXO J174524.9-290014	 17 45 24.95	-29 00 14.31	359.91886	  0.00278	     0.83	     0.77	    172.7	     6.66	                TRUE	 TRUE	FALSE	8.733e-16	5.602e-16	1.186e-15	   0.9994	   0.8139	   1.0000	1751565.6
   198.92	 2CXO J174525.2-290113	 17 45 25.28	-29 01 13.77	359.90539	 -0.00687	     0.74	     0.72	    177.1	     6.91	                TRUE	 TRUE	FALSE	3.716e-15	2.601e-15	4.830e-15	         	         	         	1747548.2
   198.97	 2CXO J174525.7-290136	 17 45 25.80	-29 01 36.77	359.90093	 -0.01182	     0.85	     0.85	      0.0	     3.05	                TRUE	 TRUE	FALSE	3.215e-16	0.000e+00	7.452e-16	         	         	         	1747526.5
   199.08	 2CXO J174525.2-290111	 17 45 25.23	-29 01 11.74	359.90578	 -0.00642	     0.80	     0.73	    173.3	     5.68	                TRUE	 TRUE	 TRUE	3.303e-15	2.162e-15	4.444e-15	         	         	         	1747551.3
   199.39	 2CXO J174545.0-290336	 17 45 45.05	-29 03 36.40	359.90911	 -0.08899	     0.83	     0.79	    157.1	     4.43	                TRUE	FALSE	FALSE	7.523e-16	5.502e-16	9.544e-16	   0.9994	   0.8676	   1.0000	1709082.0
   199.52	 2CXO J174533.9-285725	 17 45 33.98	-28 57 25.12	359.97614	 -0.00084	     0.76	     0.76	      0.0	     5.03	                TRUE	 TRUE	FALSE	1.165e-15	4.995e-16	1.804e-15	         	         	         	1827932.4
   199.53	 2CXO J174525.9-285912	 17 45 25.96	-28 59 12.75	359.93537	  0.00855	     0.81	     0.80	     59.5	    10.64	                TRUE	FALSE	FALSE	1.025e-15	8.047e-16	1.233e-15	   0.9082	   0.8276	   0.9725	1778667.0
   199.74	 2CXO J174532.3-290320	 17 45 32.39	-29 03 20.85	359.88877	 -0.04736	     0.91	     0.88	    168.2	     3.84	                TRUE	 TRUE	FALSE	2.523e-15	1.642e-15	3.365e-15	   0.9994	   0.8051	   1.0000	1747520.3
   199.88	 2CXO J174525.8-290140	 17 45 25.83	-29 01 40.34	359.90014	 -0.01242	     0.85	     0.79	    155.9	     4.49	                TRUE	 TRUE	FALSE	1.525e-15	4.620e-16	2.587e-15	         	         	         	1747526.5
   200.00	 2CXO J174546.6-290328	 17 45 46.69	-29 03 28.13	359.91417	 -0.09288	     0.73	     0.72	     90.9	    13.35	                TRUE	 TRUE	FALSE	9.016e-15	8.221e-15	9.810e-15	   0.9394	   0.9088	   0.9675	1709082.0
   200.11	 2CXO J174533.5-285726	 17 45 33.56	-28 57 26.98	359.97489	  0.00021	     1.53	     0.94	     15.6	     8.68	                TRUE	 TRUE	FALSE	1.936e-15	1.169e-15	2.703e-15	         	         	         	1827932.4
   200.24	 2CXO J174536.2-285714	 17 45 36.24	-28 57 14.19	359.98302	 -0.00629	     0.77	     0.74	    178.5	     7.54	                TRUE	 TRUE	FALSE	1.977e-15	1.703e-15	2.233e-15	   0.9119	   0.8601	   0.9613	1954428.5
